Temperature (C)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
59.375	30.000	984.78	0.0010155	248.02	251.07	0.82186	3.9729	4.1783	1555.9	-0.020117	471.48	0.65515	liquid
60.417	30.000	984.25	0.0010160	252.38	255.42	0.83493	3.9677	4.1788	1556.6	-0.020061	464.13	0.65617	liquid
61.458	30.000	983.70	0.0010166	256.73	259.78	0.84796	3.9625	4.1792	1557.2	-0.020004	456.97	0.65717	liquid
62.500	30.000	983.16	0.0010171	261.08	264.13	0.86095	3.9573	4.1797	1557.7	-0.019947	449.99	0.65815	liquid
63.542	30.000	982.60	0.0010177	265.43	268.48	0.87391	3.9520	4.1803	1558.2	-0.019891	443.19	0.65910	liquid
64.583	30.000	982.04	0.0010183	269.78	272.84	0.88682	3.9467	4.1808	1558.7	-0.019834	436.56	0.66004	liquid
65.625	30.000	981.48	0.0010189	274.14	277.19	0.89970	3.9414	4.1813	1559.1	-0.019778	430.09	0.66095	liquid
66.667	30.000	980.91	0.0010195	278.49	281.55	0.91253	3.9361	4.1819	1559.5	-0.019722	423.79	0.66184	liquid
67.708	30.000	980.33	0.0010201	282.85	285.91	0.92533	3.9308	4.1825	1559.8	-0.019665	417.64	0.66271	liquid
68.750	30.000	979.75	0.0010207	287.20	290.26	0.93810	3.9255	4.1831	1560.0	-0.019609	411.63	0.66356	liquid
69.792	30.000	979.16	0.0010213	291.56	294.62	0.95082	3.9202	4.1837	1560.3	-0.019553	405.77	0.66439	liquid
70.833	30.000	978.56	0.0010219	295.91	298.98	0.96351	3.9148	4.1843	1560.4	-0.019496	400.05	0.66520	liquid
71.875	30.000	977.96	0.0010225	300.27	303.34	0.97617	3.9095	4.1849	1560.6	-0.019440	394.47	0.66599	liquid
72.917	30.000	977.36	0.0010232	304.63	307.70	0.98878	3.9041	4.1856	1560.7	-0.019383	389.02	0.66676	liquid
73.958	30.000	976.74	0.0010238	308.99	312.06	1.0014	3.8987	4.1862	1560.7	-0.019327	383.69	0.66751	liquid
75.000	30.000	976.13	0.0010245	313.35	316.42	1.0139	3.8933	4.1869	1560.7	-0.019270	378.49	0.66824	liquid
76.042	30.000	975.50	0.0010251	317.71	320.78	1.0264	3.8879	4.1876	1560.7	-0.019213	373.40	0.66895	liquid
77.083	30.000	974.88	0.0010258	322.07	325.14	1.0389	3.8825	4.1883	1560.6	-0.019157	368.43	0.66964	liquid
78.125	30.000	974.24	0.0010264	326.43	329.51	1.0513	3.8771	4.1891	1560.5	-0.019100	363.58	0.67032	liquid
79.167	30.000	973.60	0.0010271	330.79	333.87	1.0637	3.8717	4.1898	1560.3	-0.019043	358.83	0.67098	liquid
80.208	30.000	972.96	0.0010278	335.15	338.24	1.0761	3.8663	4.1906	1560.1	-0.018986	354.19	0.67162	liquid
81.250	30.000	972.31	0.0010285	339.52	342.60	1.0884	3.8609	4.1914	1559.9	-0.018929	349.65	0.67224	liquid
82.292	30.000	971.65	0.0010292	343.88	346.97	1.1007	3.8555	4.1922	1559.6	-0.018871	345.21	0.67284	liquid
83.333	30.000	970.99	0.0010299	348.25	351.34	1.1130	3.8501	4.1930	1559.3	-0.018814	340.87	0.67343	liquid
84.375	30.000	970.32	0.0010306	352.61	355.70	1.1253	3.8447	4.1939	1559.0	-0.018756	336.62	0.67400	liquid
85.417	30.000	969.65	0.0010313	356.98	360.07	1.1375	3.8393	4.1947	1558.6	-0.018699	332.46	0.67455	liquid
86.458	30.000	968.97	0.0010320	361.35	364.44	1.1496	3.8338	4.1956	1558.1	-0.018641	328.39	0.67509	liquid
87.500	30.000	968.29	0.0010327	365.72	368.81	1.1618	3.8284	4.1965	1557.7	-0.018583	324.41	0.67561	liquid
88.542	30.000	967.60	0.0010335	370.08	373.19	1.1739	3.8230	4.1975	1557.2	-0.018524	320.51	0.67611	liquid
89.583	30.000	966.91	0.0010342	374.46	377.56	1.1859	3.8176	4.1984	1556.6	-0.018466	316.69	0.67660	liquid
90.625	30.000	966.21	0.0010350	378.83	381.93	1.1980	3.8122	4.1994	1556.1	-0.018407	312.95	0.67708	liquid
91.667	30.000	965.51	0.0010357	383.20	386.31	1.2100	3.8068	4.2004	1555.5	-0.018348	309.29	0.67754	liquid
92.708	30.000	964.80	0.0010365	387.57	390.68	1.2220	3.8014	4.2014	1554.8	-0.018289	305.70	0.67798	liquid
93.750	30.000	964.09	0.0010372	391.95	395.06	1.2339	3.7960	4.2024	1554.1	-0.018230	302.18	0.67841	liquid
94.792	30.000	963.37	0.0010380	396.32	399.44	1.2458	3.7906	4.2034	1553.4	-0.018170	298.74	0.67882	liquid
95.833	30.000	962.65	0.0010388	400.70	403.82	1.2577	3.7852	4.2045	1552.7	-0.018110	295.36	0.67922	liquid
96.875	30.000	961.92	0.0010396	405.08	408.20	1.2696	3.7798	4.2056	1551.9	-0.018050	292.06	0.67961	liquid
97.917	30.000	961.19	0.0010404	409.46	412.58	1.2814	3.7744	4.2067	1551.1	-0.017990	288.81	0.67998	liquid
98.958	30.000	960.45	0.0010412	413.84	416.96	1.2932	3.7691	4.2079	1550.2	-0.017929	285.64	0.68033	liquid
100.00	30.000	959.71	0.0010420	418.22	421.34	1.3050	3.7637	4.2090	1549.4	-0.017868	282.52	0.68068	liquid
101.04	30.000	958.96	0.0010428	422.60	425.73	1.3167	3.7584	4.2102	1548.5	-0.017807	279.46	0.68101	liquid
102.08	30.000	958.20	0.0010436	426.99	430.12	1.3284	3.7530	4.2114	1547.5	-0.017745	276.46	0.68132	liquid
103.13	30.000	957.45	0.0010444	431.37	434.50	1.3401	3.7477	4.2127	1546.5	-0.017683	273.52	0.68163	liquid
104.17	30.000	956.68	0.0010453	435.76	438.89	1.3517	3.7423	4.2139	1545.5	-0.017621	270.64	0.68192	liquid
105.21	30.000	955.92	0.0010461	440.14	443.28	1.3633	3.7370	4.2152	1544.5	-0.017558	267.81	0.68220	liquid
106.25	30.000	955.14	0.0010470	444.53	447.67	1.3749	3.7317	4.2165	1543.4	-0.017495	265.03	0.68246	liquid
107.29	30.000	954.37	0.0010478	448.92	452.07	1.3865	3.7264	4.2179	1542.3	-0.017432	262.31	0.68271	liquid
108.33	30.000	953.59	0.0010487	453.32	456.46	1.3980	3.7211	4.2192	1541.2	-0.017369	259.63	0.68296	liquid
109.38	30.000	952.80	0.0010495	457.71	460.86	1.4095	3.7158	4.2206	1540.0	-0.017305	257.01	0.68318	liquid
110.42	30.000	952.01	0.0010504	462.10	465.25	1.4210	3.7106	4.2221	1538.8	-0.017240	254.43	0.68340	liquid
111.46	30.000	951.21	0.0010513	466.50	469.65	1.4325	3.7053	4.2235	1537.6	-0.017176	251.90	0.68360	liquid
112.50	30.000	950.41	0.0010522	470.90	474.05	1.4439	3.7001	4.2250	1536.3	-0.017110	249.42	0.68380	liquid
113.54	30.000	949.60	0.0010531	475.30	478.46	1.4553	3.6948	4.2265	1535.1	-0.017045	246.98	0.68398	liquid
114.58	30.000	948.79	0.0010540	479.70	482.86	1.4667	3.6896	4.2280	1533.7	-0.016979	244.58	0.68415	liquid
115.63	30.000	947.98	0.0010549	484.10	487.26	1.4780	3.6844	4.2296	1532.4	-0.016913	242.23	0.68431	liquid
116.67	30.000	947.16	0.0010558	488.50	491.67	1.4893	3.6792	4.2311	1531.0	-0.016846	239.92	0.68445	liquid
117.71	30.000	946.33	0.0010567	492.91	496.08	1.5006	3.6740	4.2327	1529.6	-0.016779	237.65	0.68459	liquid
118.75	30.000	945.51	0.0010576	497.32	500.49	1.5119	3.6688	4.2344	1528.2	-0.016711	235.42	0.68471	liquid
119.79	30.000	944.67	0.0010586	501.72	504.90	1.5231	3.6637	4.2361	1526.7	-0.016643	233.22	0.68483	liquid
120.83	30.000	943.83	0.0010595	506.14	509.31	1.5343	3.6585	4.2378	1525.2	-0.016574	231.07	0.68493	liquid
121.88	30.000	942.99	0.0010605	510.55	513.73	1.5455	3.6534	4.2395	1523.7	-0.016505	228.95	0.68502	liquid
122.92	30.000	942.14	0.0010614	514.96	518.15	1.5567	3.6483	4.2413	1522.2	-0.016435	226.87	0.68510	liquid
123.96	30.000	941.29	0.0010624	519.38	522.56	1.5678	3.6432	4.2430	1520.6	-0.016365	224.82	0.68518	liquid
125.00	30.000	940.43	0.0010633	523.80	526.99	1.5790	3.6381	4.2449	1519.0	-0.016295	222.81	0.68524	liquid
126.04	30.000	939.57	0.0010643	528.22	531.41	1.5901	3.6330	4.2467	1517.4	-0.016224	220.83	0.68529	liquid
127.08	30.000	938.70	0.0010653	532.64	535.83	1.6011	3.6280	4.2486	1515.7	-0.016152	218.88	0.68533	liquid
128.13	30.000	937.83	0.0010663	537.06	540.26	1.6122	3.6229	4.2505	1514.1	-0.016080	216.97	0.68536	liquid
129.17	30.000	936.95	0.0010673	541.49	544.69	1.6232	3.6179	4.2525	1512.3	-0.016007	215.09	0.68538	liquid
130.21	30.000	936.07	0.0010683	545.91	549.12	1.6342	3.6129	4.2545	1510.6	-0.015934	213.24	0.68539	liquid
131.25	30.000	935.19	0.0010693	550.34	553.55	1.6452	3.6079	4.2565	1508.9	-0.015860	211.41	0.68539	liquid
132.29	30.000	934.30	0.0010703	554.78	557.99	1.6561	3.6029	4.2585	1507.1	-0.015786	209.62	0.68538	liquid
133.33	30.000	933.40	0.0010714	559.21	562.42	1.6671	3.5980	4.2606	1505.2	-0.015711	207.86	0.68536	liquid
134.38	30.000	932.50	0.0010724	563.65	566.86	1.6780	3.5930	4.2627	1503.4	-0.015635	206.12	0.68533	liquid
135.42	30.000	931.60	0.0010734	568.08	571.30	1.6888	3.5881	4.2649	1501.5	-0.015559	204.42	0.68529	liquid
136.46	30.000	930.69	0.0010745	572.52	575.75	1.6997	3.5832	4.2671	1499.6	-0.015482	202.74	0.68524	liquid
137.50	30.000	929.77	0.0010755	576.97	580.19	1.7105	3.5783	4.2693	1497.7	-0.015405	201.08	0.68518	liquid
138.54	30.000	928.85	0.0010766	581.41	584.64	1.7214	3.5734	4.2716	1495.8	-0.015327	199.45	0.68511	liquid
139.58	30.000	927.93	0.0010777	585.86	589.09	1.7322	3.5685	4.2739	1493.8	-0.015248	197.85	0.68504	liquid
140.63	30.000	927.00	0.0010787	590.31	593.55	1.7429	3.5637	4.2762	1491.8	-0.015169	196.27	0.68495	liquid
141.67	30.000	926.07	0.0010798	594.76	598.00	1.7537	3.5589	4.2786	1489.8	-0.015089	194.72	0.68485	liquid
142.71	30.000	925.13	0.0010809	599.22	602.46	1.7644	3.5541	4.2810	1487.7	-0.015008	193.19	0.68475	liquid
143.75	30.000	924.19	0.0010820	603.67	606.92	1.7751	3.5493	4.2834	1485.7	-0.014927	191.68	0.68463	liquid
144.79	30.000	923.24	0.0010831	608.13	611.38	1.7858	3.5445	4.2859	1483.6	-0.014844	190.20	0.68451	liquid
145.83	30.000	922.29	0.0010843	612.60	615.85	1.7965	3.5397	4.2885	1481.4	-0.014762	188.73	0.68438	liquid
146.88	30.000	921.33	0.0010854	617.06	620.32	1.8072	3.5350	4.2910	1479.3	-0.014678	187.29	0.68423	liquid
147.92	30.000	920.37	0.0010865	621.53	624.79	1.8178	3.5302	4.2936	1477.1	-0.014594	185.88	0.68408	liquid
148.96	30.000	919.41	0.0010877	626.00	629.26	1.8284	3.5255	4.2963	1474.9	-0.014509	184.48	0.68392	liquid
150.00	30.000	918.44	0.0010888	630.47	633.74	1.8390	3.5208	4.2990	1472.7	-0.014423	183.10	0.68375	liquid
151.04	30.000	917.46	0.0010900	634.95	638.22	1.8496	3.5162	4.3017	1470.4	-0.014336	181.74	0.68357	liquid
152.08	30.000	916.48	0.0010911	639.43	642.70	1.8601	3.5115	4.3044	1468.2	-0.014249	180.40	0.68338	liquid
153.13	30.000	915.49	0.0010923	643.91	647.19	1.8707	3.5069	4.3073	1465.9	-0.014161	179.08	0.68318	liquid
154.17	30.000	914.50	0.0010935	648.40	651.68	1.8812	3.5023	4.3101	1463.5	-0.014071	177.78	0.68297	liquid
155.21	30.000	913.51	0.0010947	652.88	656.17	1.8917	3.4977	4.3130	1461.2	-0.013982	176.50	0.68276	liquid
156.25	30.000	912.51	0.0010959	657.37	660.66	1.9021	3.4931	4.3159	1458.8	-0.013891	175.24	0.68253	liquid
157.29	30.000	911.50	0.0010971	661.87	665.16	1.9126	3.4885	4.3189	1456.4	-0.013799	173.99	0.68229	liquid
158.33	30.000	910.49	0.0010983	666.36	669.66	1.9230	3.4840	4.3219	1454.0	-0.013707	172.77	0.68205	liquid
159.38	30.000	909.48	0.0010995	670.86	674.16	1.9335	3.4794	4.3250	1451.5	-0.013613	171.56	0.68180	liquid
160.42	30.000	908.46	0.0011008	675.37	678.67	1.9439	3.4749	4.3281	1449.1	-0.013519	170.36	0.68153	liquid
161.46	30.000	907.43	0.0011020	679.87	683.18	1.9543	3.4704	4.3313	1446.6	-0.013424	169.18	0.68126	liquid
162.50	30.000	906.40	0.0011033	684.38	687.69	1.9646	3.4659	4.3345	1444.0	-0.013328	168.02	0.68098	liquid
163.54	30.000	905.37	0.0011045	688.90	692.21	1.9750	3.4615	4.3378	1441.5	-0.013231	166.87	0.68069	liquid
164.58	30.000	904.33	0.0011058	693.41	696.73	1.9853	3.4570	4.3411	1438.9	-0.013133	165.74	0.68039	liquid
165.63	30.000	903.28	0.0011071	697.93	701.25	1.9957	3.4526	4.3444	1436.3	-0.013034	164.63	0.68009	liquid
166.67	30.000	902.23	0.0011084	702.46	705.78	2.0060	3.4482	4.3478	1433.7	-0.012933	163.53	0.67977	liquid
167.71	30.000	901.18	0.0011097	706.98	710.31	2.0163	3.4438	4.3513	1431.1	-0.012832	162.44	0.67944	liquid
168.75	30.000	900.12	0.0011110	711.51	714.85	2.0265	3.4395	4.3548	1428.4	-0.012730	161.37	0.67911	liquid
169.79	30.000	899.05	0.0011123	716.05	719.38	2.0368	3.4351	4.3584	1425.7	-0.012627	160.31	0.67876	liquid
170.83	30.000	897.98	0.0011136	720.59	723.93	2.0470	3.4308	4.3620	1423.0	-0.012523	159.27	0.67841	liquid
171.88	30.000	896.91	0.0011149	725.13	728.47	2.0573	3.4265	4.3656	1420.3	-0.012417	158.24	0.67804	liquid
172.92	30.000	895.82	0.0011163	729.67	733.02	2.0675	3.4222	4.3693	1417.5	-0.012311	157.22	0.67767	liquid
173.96	30.000	894.74	0.0011176	734.22	737.57	2.0777	3.4179	4.3731	1414.7	-0.012203	156.21	0.67729	liquid
175.00	30.000	893.65	0.0011190	738.77	742.13	2.0878	3.4136	4.3769	1411.9	-0.012095	155.22	0.67689	liquid
176.04	30.000	892.55	0.0011204	743.33	746.69	2.0980	3.4094	4.3808	1409.1	-0.011985	154.24	0.67649	liquid
177.08	30.000	891.45	0.0011218	747.89	751.26	2.1082	3.4052	4.3847	1406.2	-0.011874	153.28	0.67608	liquid
178.13	30.000	890.34	0.0011232	752.46	755.83	2.1183	3.4010	4.3887	1403.4	-0.011761	152.32	0.67566	liquid
179.17	30.000	889.22	0.0011246	757.03	760.40	2.1284	3.3968	4.3928	1400.5	-0.011648	151.38	0.67523	liquid
180.21	30.000	888.11	0.0011260	761.60	764.98	2.1385	3.3926	4.3969	1397.5	-0.011533	150.45	0.67479	liquid
181.25	30.000	886.98	0.0011274	766.18	769.56	2.1486	3.3885	4.4011	1394.6	-0.011417	149.53	0.67435	liquid
182.29	30.000	885.85	0.0011289	770.76	774.15	2.1587	3.3844	4.4053	1391.6	-0.011299	148.62	0.67389	liquid
183.33	30.000	884.72	0.0011303	775.35	778.74	2.1688	3.3802	4.4096	1388.6	-0.011181	147.72	0.67342	liquid
184.38	30.000	883.57	0.0011318	779.94	783.34	2.1788	3.3762	4.4139	1385.6	-0.011061	146.83	0.67294	liquid
185.42	30.000	882.43	0.0011332	784.54	787.94	2.1889	3.3721	4.4184	1382.5	-0.010939	145.95	0.67245	liquid
186.46	30.000	881.28	0.0011347	789.14	792.54	2.1989	3.3680	4.4228	1379.5	-0.010816	145.09	0.67196	liquid
187.50	30.000	880.12	0.0011362	793.74	797.15	2.2089	3.3640	4.4274	1376.4	-0.010692	144.23	0.67145	liquid
188.54	30.000	878.95	0.0011377	798.35	801.76	2.2189	3.3600	4.4320	1373.2	-0.010566	143.38	0.67093	liquid
189.58	30.000	877.78	0.0011392	802.97	806.38	2.2289	3.3560	4.4367	1370.1	-0.010439	142.55	0.67041	liquid
190.63	30.000	876.61	0.0011408	807.58	811.01	2.2389	3.3520	4.4414	1366.9	-0.010311	141.72	0.66987	liquid
191.67	30.000	875.43	0.0011423	812.21	815.64	2.2489	3.3480	4.4462	1363.7	-0.010180	140.90	0.66932	liquid
192.71	30.000	874.24	0.0011439	816.84	820.27	2.2588	3.3441	4.4511	1360.5	-0.010049	140.09	0.66876	liquid
193.75	30.000	873.05	0.0011454	821.47	824.91	2.2688	3.3402	4.4561	1357.3	-0.0099152	139.30	0.66820	liquid
194.79	30.000	871.85	0.0011470	826.11	829.55	2.2787	3.3363	4.4611	1354.0	-0.0097802	138.50	0.66762	liquid
195.83	30.000	870.64	0.0011486	830.76	834.20	2.2886	3.3324	4.4662	1350.7	-0.0096436	137.72	0.66703	liquid
196.88	30.000	869.43	0.0011502	835.41	838.86	2.2986	3.3285	4.4714	1347.4	-0.0095053	136.95	0.66643	liquid
197.92	30.000	868.21	0.0011518	840.06	843.52	2.3085	3.3246	4.4767	1344.1	-0.0093653	136.18	0.66583	liquid
198.96	30.000	866.99	0.0011534	844.72	848.18	2.3184	3.3208	4.4820	1340.7	-0.0092235	135.43	0.66521	liquid
200.00	30.000	865.76	0.0011551	849.39	852.86	2.3282	3.3170	4.4875	1337.3	-0.0090800	134.68	0.66458	liquid
201.04	30.000	864.52	0.0011567	854.06	857.53	2.3381	3.3132	4.4930	1333.9	-0.0089346	133.94	0.66394	liquid
202.08	30.000	863.28	0.0011584	858.74	862.22	2.3480	3.3094	4.4985	1330.5	-0.0087874	133.21	0.66329	liquid
203.13	30.000	862.03	0.0011601	863.43	866.91	2.3578	3.3057	4.5042	1327.0	-0.0086384	132.48	0.66263	liquid
204.17	30.000	860.77	0.0011618	868.12	871.60	2.3677	3.3019	4.5100	1323.5	-0.0084874	131.76	0.66195	liquid
205.21	30.000	859.51	0.0011635	872.81	876.30	2.3775	3.2982	4.5158	1320.0	-0.0083344	131.05	0.66127	liquid
206.25	30.000	858.24	0.0011652	877.51	881.01	2.3873	3.2945	4.5217	1316.5	-0.0081794	130.35	0.66058	liquid
207.29	30.000	856.96	0.0011669	882.22	885.72	2.3972	3.2908	4.5278	1312.9	-0.0080224	129.66	0.65987	liquid
208.33	30.000	855.68	0.0011687	886.94	890.44	2.4070	3.2872	4.5339	1309.3	-0.0078634	128.97	0.65915	liquid
209.38	30.000	854.39	0.0011704	891.66	895.17	2.4168	3.2835	4.5401	1305.7	-0.0077022	128.28	0.65843	liquid
210.42	30.000	853.09	0.0011722	896.38	899.90	2.4266	3.2799	4.5464	1302.1	-0.0075388	127.61	0.65769	liquid
211.46	30.000	851.79	0.0011740	901.12	904.64	2.4364	3.2763	4.5528	1298.4	-0.0073732	126.94	0.65693	liquid
212.50	30.000	850.48	0.0011758	905.86	909.38	2.4462	3.2727	4.5593	1294.7	-0.0072054	126.28	0.65617	liquid
213.54	30.000	849.16	0.0011776	910.60	914.14	2.4559	3.2691	4.5659	1291.0	-0.0070352	125.62	0.65540	liquid
214.58	30.000	847.83	0.0011795	915.36	918.90	2.4657	3.2656	4.5726	1287.3	-0.0068627	124.97	0.65461	liquid
215.63	30.000	846.50	0.0011813	920.12	923.66	2.4755	3.2621	4.5794	1283.5	-0.0066878	124.33	0.65381	liquid
216.67	30.000	845.16	0.0011832	924.89	928.44	2.4852	3.2586	4.5863	1279.7	-0.0065104	123.69	0.65300	liquid
217.71	30.000	843.81	0.0011851	929.66	933.22	2.4950	3.2551	4.5934	1275.9	-0.0063306	123.06	0.65218	liquid
218.75	30.000	842.46	0.0011870	934.45	938.01	2.5047	3.2516	4.6005	1272.0	-0.0061481	122.44	0.65135	liquid
219.79	30.000	841.10	0.0011889	939.24	942.80	2.5145	3.2481	4.6078	1268.2	-0.0059631	121.82	0.65050	liquid
220.83	30.000	839.72	0.0011909	944.03	947.61	2.5242	3.2447	4.6152	1264.2	-0.0057753	121.20	0.64964	liquid
221.88	30.000	838.35	0.0011928	948.84	952.42	2.5339	3.2413	4.6227	1260.3	-0.0055848	120.59	0.64877	liquid
222.92	30.000	836.96	0.0011948	953.65	957.24	2.5436	3.2379	4.6303	1256.4	-0.0053916	119.99	0.64789	liquid
223.96	30.000	835.57	0.0011968	958.47	962.06	2.5534	3.2345	4.6380	1252.4	-0.0051954	119.39	0.64699	liquid
225.00	30.000	834.16	0.0011988	963.30	966.90	2.5631	3.2312	4.6459	1248.4	-0.0049963	118.80	0.64608	liquid
226.04	30.000	832.75	0.0012008	968.14	971.74	2.5728	3.2279	4.6539	1244.3	-0.0047942	118.21	0.64516	liquid
227.08	30.000	831.33	0.0012029	972.99	976.60	2.5825	3.2245	4.6621	1240.2	-0.0045891	117.62	0.64422	liquid
228.13	30.000	829.91	0.0012050	977.84	981.46	2.5922	3.2213	4.6704	1236.1	-0.0043808	117.04	0.64327	liquid
229.17	30.000	828.47	0.0012070	982.70	986.33	2.6019	3.2180	4.6788	1232.0	-0.0041693	116.47	0.64231	liquid
230.21	30.000	827.03	0.0012092	987.58	991.20	2.6116	3.2147	4.6874	1227.9	-0.0039545	115.90	0.64133	liquid
231.25	30.000	825.57	0.0012113	992.46	996.09	2.6213	3.2115	4.6961	1223.7	-0.0037363	115.34	0.64034	liquid
232.29	30.000	824.11	0.0012134	997.35	1001.0	2.6310	3.2083	4.7050	1219.5	-0.0035147	114.78	0.63933	liquid
233.33	30.000	822.64	0.0012156	1002.2	1005.9	2.6407	3.2051	4.7140	1215.2	-0.0032895	114.22	0.63831	liquid
233.85	30.000	821.90	0.0012167	1004.7	1008.3	2.6455	3.2035	4.7186	1213.1	-0.0031758	113.94	0.63780	liquid
233.85	30.000	15.001	0.066664	2603.2	2803.2	6.1856	2.3282	3.6119	504.03	1.8338	16.903	0.047263	vapor
234.38	30.000	14.970	0.066801	2604.6	2805.0	6.1893	2.3137	3.5846	504.69	1.8278	16.928	0.047243	vapor
235.42	30.000	14.910	0.067071	2607.5	2808.7	6.1966	2.2864	3.5334	505.98	1.8157	16.978	0.047206	vapor
236.46	30.000	14.850	0.067338	2610.4	2812.4	6.2038	2.2614	3.4861	507.23	1.8037	17.028	0.047173	vapor
237.50	30.000	14.792	0.067603	2613.2	2816.0	6.2108	2.2383	3.4422	508.45	1.7918	17.078	0.047143	vapor
238.54	30.000	14.735	0.067866	2616.0	2819.6	6.2178	2.2170	3.4014	509.64	1.7799	17.128	0.047116	vapor
239.58	30.000	14.679	0.068126	2618.7	2823.1	6.2247	2.1972	3.3633	510.81	1.7681	17.178	0.047092	vapor
