Temperature (C)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
88.542	0.070000	0.041984	23.818	2499.3	2666.1	8.5550	1.4331	1.8991	469.76	7.5457	11.935	0.023067	vapor
89.583	0.070000	0.041863	23.887	2500.8	2668.0	8.5605	1.4333	1.8992	470.43	7.4353	11.972	0.023148	vapor
90.625	0.070000	0.041743	23.956	2502.3	2670.0	8.5659	1.4336	1.8994	471.09	7.3271	12.009	0.023230	vapor
91.667	0.070000	0.041623	24.025	2503.8	2672.0	8.5713	1.4338	1.8995	471.75	7.2213	12.046	0.023311	vapor
92.708	0.070000	0.041504	24.094	2505.3	2674.0	8.5768	1.4340	1.8997	472.42	7.1176	12.084	0.023393	vapor
93.750	0.070000	0.041385	24.163	2506.8	2675.9	8.5822	1.4342	1.8998	473.08	7.0161	12.121	0.023476	vapor
94.792	0.070000	0.041267	24.232	2508.3	2677.9	8.5875	1.4345	1.9000	473.74	6.9167	12.158	0.023558	vapor
95.833	0.070000	0.041150	24.301	2509.8	2679.9	8.5929	1.4347	1.9002	474.40	6.8194	12.196	0.023641	vapor
96.875	0.070000	0.041034	24.370	2511.3	2681.9	8.5983	1.4350	1.9003	475.05	6.7240	12.234	0.023724	vapor
97.917	0.070000	0.040918	24.439	2512.8	2683.9	8.6036	1.4352	1.9005	475.71	6.6306	12.271	0.023807	vapor
98.958	0.070000	0.040803	24.508	2514.3	2685.8	8.6089	1.4355	1.9007	476.36	6.5391	12.309	0.023891	vapor
100.00	0.070000	0.040688	24.577	2515.8	2687.8	8.6143	1.4358	1.9009	477.02	6.4494	12.347	0.023974	vapor
101.04	0.070000	0.040574	24.646	2517.3	2689.8	8.6196	1.4360	1.9012	477.67	6.3615	12.385	0.024058	vapor
102.08	0.070000	0.040461	24.715	2518.8	2691.8	8.6248	1.4363	1.9014	478.32	6.2754	12.423	0.024142	vapor
103.13	0.070000	0.040349	24.784	2520.3	2693.8	8.6301	1.4366	1.9016	478.97	6.1909	12.461	0.024227	vapor
104.17	0.070000	0.040237	24.853	2521.8	2695.7	8.6354	1.4369	1.9019	479.62	6.1082	12.499	0.024311	vapor
105.21	0.070000	0.040126	24.922	2523.3	2697.7	8.6406	1.4372	1.9021	480.27	6.0270	12.537	0.024396	vapor
106.25	0.070000	0.040015	24.991	2524.8	2699.7	8.6458	1.4375	1.9024	480.92	5.9475	12.575	0.024481	vapor
107.29	0.070000	0.039905	25.060	2526.3	2701.7	8.6511	1.4379	1.9026	481.56	5.8694	12.613	0.024566	vapor
108.33	0.070000	0.039795	25.129	2527.8	2703.7	8.6563	1.4382	1.9029	482.21	5.7929	12.652	0.024652	vapor
109.38	0.070000	0.039687	25.197	2529.3	2705.7	8.6614	1.4385	1.9032	482.85	5.7179	12.690	0.024738	vapor
110.42	0.070000	0.039578	25.266	2530.8	2707.6	8.6666	1.4388	1.9035	483.49	5.6443	12.729	0.024824	vapor
111.46	0.070000	0.039471	25.335	2532.3	2709.6	8.6718	1.4392	1.9037	484.14	5.5721	12.767	0.024910	vapor
112.50	0.070000	0.039364	25.404	2533.8	2711.6	8.6769	1.4395	1.9040	484.78	5.5012	12.806	0.024996	vapor
113.54	0.070000	0.039257	25.473	2535.3	2713.6	8.6821	1.4399	1.9043	485.41	5.4317	12.844	0.025083	vapor
114.58	0.070000	0.039151	25.542	2536.8	2715.6	8.6872	1.4402	1.9047	486.05	5.3635	12.883	0.025169	vapor
115.63	0.070000	0.039046	25.611	2538.3	2717.6	8.6923	1.4406	1.9050	486.69	5.2965	12.922	0.025256	vapor
116.67	0.070000	0.038941	25.680	2539.8	2719.5	8.6974	1.4409	1.9053	487.33	5.2308	12.961	0.025344	vapor
117.71	0.070000	0.038837	25.749	2541.3	2721.5	8.7025	1.4413	1.9056	487.96	5.1663	13.000	0.025431	vapor
118.75	0.070000	0.038733	25.818	2542.8	2723.5	8.7076	1.4417	1.9059	488.59	5.1030	13.038	0.025519	vapor
119.79	0.070000	0.038630	25.886	2544.3	2725.5	8.7126	1.4421	1.9063	489.23	5.0409	13.077	0.025606	vapor
120.83	0.070000	0.038528	25.955	2545.8	2727.5	8.7177	1.4424	1.9066	489.86	4.9798	13.116	0.025694	vapor
121.88	0.070000	0.038426	26.024	2547.3	2729.5	8.7227	1.4428	1.9070	490.49	4.9199	13.156	0.025783	vapor
122.92	0.070000	0.038324	26.093	2548.8	2731.5	8.7277	1.4432	1.9073	491.12	4.8610	13.195	0.025871	vapor
123.96	0.070000	0.038224	26.162	2550.3	2733.4	8.7327	1.4436	1.9077	491.75	4.8032	13.234	0.025960	vapor
125.00	0.070000	0.038123	26.231	2551.8	2735.4	8.7377	1.4440	1.9080	492.38	4.7465	13.273	0.026049	vapor
126.04	0.070000	0.038023	26.300	2553.3	2737.4	8.7427	1.4444	1.9084	493.00	4.6907	13.312	0.026138	vapor
127.08	0.070000	0.037924	26.368	2554.8	2739.4	8.7477	1.4448	1.9088	493.63	4.6359	13.352	0.026227	vapor
128.13	0.070000	0.037825	26.437	2556.3	2741.4	8.7527	1.4452	1.9091	494.25	4.5821	13.391	0.026316	vapor
129.17	0.070000	0.037727	26.506	2557.8	2743.4	8.7576	1.4456	1.9095	494.88	4.5292	13.431	0.026406	vapor
130.21	0.070000	0.037629	26.575	2559.3	2745.4	8.7625	1.4461	1.9099	495.50	4.4772	13.470	0.026496	vapor
131.25	0.070000	0.037532	26.644	2560.9	2747.4	8.7675	1.4465	1.9103	496.12	4.4261	13.510	0.026586	vapor
132.29	0.070000	0.037435	26.713	2562.4	2749.4	8.7724	1.4469	1.9107	496.74	4.3759	13.549	0.026676	vapor
133.33	0.070000	0.037339	26.782	2563.9	2751.3	8.7773	1.4473	1.9111	497.36	4.3266	13.589	0.026767	vapor
134.38	0.070000	0.037243	26.850	2565.4	2753.3	8.7822	1.4478	1.9115	497.98	4.2781	13.629	0.026857	vapor
135.42	0.070000	0.037148	26.919	2566.9	2755.3	8.7871	1.4482	1.9119	498.60	4.2304	13.668	0.026948	vapor
136.46	0.070000	0.037053	26.988	2568.4	2757.3	8.7919	1.4486	1.9123	499.22	4.1835	13.708	0.027039	vapor
137.50	0.070000	0.036959	27.057	2569.9	2759.3	8.7968	1.4491	1.9127	499.83	4.1374	13.748	0.027130	vapor
138.54	0.070000	0.036865	27.126	2571.4	2761.3	8.8016	1.4495	1.9131	500.45	4.0921	13.788	0.027222	vapor
139.58	0.070000	0.036772	27.195	2572.9	2763.3	8.8065	1.4500	1.9135	501.06	4.0475	13.828	0.027313	vapor
140.63	0.070000	0.036679	27.263	2574.4	2765.3	8.8113	1.4504	1.9139	501.67	4.0036	13.868	0.027405	vapor
141.67	0.070000	0.036587	27.332	2576.0	2767.3	8.8161	1.4509	1.9144	502.28	3.9605	13.908	0.027497	vapor
142.71	0.070000	0.036495	27.401	2577.5	2769.3	8.8209	1.4513	1.9148	502.90	3.9181	13.948	0.027589	vapor
143.75	0.070000	0.036403	27.470	2579.0	2771.3	8.8257	1.4518	1.9152	503.51	3.8763	13.988	0.027681	vapor
144.79	0.070000	0.036312	27.539	2580.5	2773.3	8.8305	1.4522	1.9157	504.12	3.8353	14.028	0.027774	vapor
145.83	0.070000	0.036222	27.608	2582.0	2775.3	8.8352	1.4527	1.9161	504.72	3.7949	14.068	0.027866	vapor
146.88	0.070000	0.036132	27.676	2583.5	2777.3	8.8400	1.4532	1.9165	505.33	3.7551	14.108	0.027959	vapor
147.92	0.070000	0.036042	27.745	2585.0	2779.3	8.8448	1.4536	1.9170	505.94	3.7160	14.149	0.028052	vapor
148.96	0.070000	0.035953	27.814	2586.6	2781.3	8.8495	1.4541	1.9174	506.54	3.6775	14.189	0.028146	vapor
150.00	0.070000	0.035864	27.883	2588.1	2783.2	8.8542	1.4546	1.9179	507.15	3.6396	14.229	0.028239	vapor
151.04	0.070000	0.035776	27.952	2589.6	2785.2	8.8589	1.4551	1.9183	507.75	3.6023	14.270	0.028333	vapor
152.08	0.070000	0.035688	28.020	2591.1	2787.2	8.8636	1.4556	1.9188	508.35	3.5655	14.310	0.028426	vapor
153.13	0.070000	0.035601	28.089	2592.6	2789.2	8.8683	1.4560	1.9193	508.96	3.5294	14.351	0.028520	vapor
154.17	0.070000	0.035514	28.158	2594.1	2791.2	8.8730	1.4565	1.9197	509.56	3.4938	14.391	0.028614	vapor
155.21	0.070000	0.035427	28.227	2595.7	2793.2	8.8777	1.4570	1.9202	510.16	3.4588	14.432	0.028709	vapor
156.25	0.070000	0.035341	28.296	2597.2	2795.2	8.8824	1.4575	1.9207	510.76	3.4242	14.472	0.028803	vapor
157.29	0.070000	0.035255	28.364	2598.7	2797.2	8.8870	1.4580	1.9211	511.36	3.3903	14.513	0.028898	vapor
158.33	0.070000	0.035170	28.433	2600.2	2799.2	8.8917	1.4585	1.9216	511.95	3.3568	14.553	0.028993	vapor
159.38	0.070000	0.035085	28.502	2601.7	2801.2	8.8963	1.4590	1.9221	512.55	3.3238	14.594	0.029088	vapor
160.42	0.070000	0.035001	28.571	2603.3	2803.3	8.9009	1.4595	1.9226	513.15	3.2913	14.635	0.029183	vapor
161.46	0.070000	0.034917	28.640	2604.8	2805.3	8.9055	1.4600	1.9231	513.74	3.2594	14.676	0.029278	vapor
162.50	0.070000	0.034833	28.708	2606.3	2807.3	8.9101	1.4605	1.9235	514.33	3.2278	14.716	0.029374	vapor
163.54	0.070000	0.034750	28.777	2607.8	2809.3	8.9147	1.4610	1.9240	514.93	3.1968	14.757	0.029469	vapor
164.58	0.070000	0.034667	28.846	2609.3	2811.3	8.9193	1.4615	1.9245	515.52	3.1662	14.798	0.029565	vapor
165.63	0.070000	0.034584	28.915	2610.9	2813.3	8.9239	1.4620	1.9250	516.11	3.1361	14.839	0.029661	vapor
166.67	0.070000	0.034502	28.984	2612.4	2815.3	8.9285	1.4625	1.9255	516.70	3.1064	14.880	0.029757	vapor
167.71	0.070000	0.034421	29.052	2613.9	2817.3	8.9330	1.4630	1.9260	517.29	3.0771	14.921	0.029854	vapor
168.75	0.070000	0.034339	29.121	2615.4	2819.3	8.9376	1.4636	1.9265	517.88	3.0482	14.962	0.029950	vapor
169.79	0.070000	0.034258	29.190	2617.0	2821.3	8.9421	1.4641	1.9270	518.47	3.0198	15.003	0.030047	vapor
170.83	0.070000	0.034178	29.259	2618.5	2823.3	8.9466	1.4646	1.9275	519.06	2.9918	15.044	0.030144	vapor
171.88	0.070000	0.034098	29.327	2620.0	2825.3	8.9511	1.4651	1.9280	519.64	2.9641	15.085	0.030241	vapor
172.92	0.070000	0.034018	29.396	2621.5	2827.3	8.9556	1.4656	1.9285	520.23	2.9369	15.126	0.030338	vapor
173.96	0.070000	0.033939	29.465	2623.1	2829.3	8.9601	1.4662	1.9290	520.81	2.9101	15.167	0.030435	vapor
175.00	0.070000	0.033859	29.534	2624.6	2831.3	8.9646	1.4667	1.9295	521.40	2.8836	15.209	0.030533	vapor
176.04	0.070000	0.033781	29.603	2626.1	2833.3	8.9691	1.4672	1.9301	521.98	2.8575	15.250	0.030630	vapor
177.08	0.070000	0.033703	29.671	2627.7	2835.4	8.9736	1.4678	1.9306	522.56	2.8317	15.291	0.030728	vapor
178.13	0.070000	0.033625	29.740	2629.2	2837.4	8.9780	1.4683	1.9311	523.14	2.8063	15.332	0.030826	vapor
179.17	0.070000	0.033547	29.809	2630.7	2839.4	8.9825	1.4688	1.9316	523.73	2.7813	15.374	0.030924	vapor
180.21	0.070000	0.033470	29.878	2632.3	2841.4	8.9869	1.4694	1.9321	524.31	2.7566	15.415	0.031023	vapor
181.25	0.070000	0.033393	29.946	2633.8	2843.4	8.9914	1.4699	1.9327	524.88	2.7322	15.456	0.031121	vapor
182.29	0.070000	0.033316	30.015	2635.3	2845.4	8.9958	1.4704	1.9332	525.46	2.7082	15.498	0.031220	vapor
183.33	0.070000	0.033240	30.084	2636.8	2847.4	9.0002	1.4710	1.9337	526.04	2.6845	15.539	0.031319	vapor
184.38	0.070000	0.033164	30.153	2638.4	2849.5	9.0046	1.4715	1.9342	526.62	2.6611	15.581	0.031417	vapor
185.42	0.070000	0.033089	30.222	2639.9	2851.5	9.0090	1.4721	1.9348	527.19	2.6380	15.622	0.031517	vapor
186.46	0.070000	0.033014	30.290	2641.4	2853.5	9.0134	1.4726	1.9353	527.77	2.6153	15.664	0.031616	vapor
187.50	0.070000	0.032939	30.359	2643.0	2855.5	9.0178	1.4732	1.9358	528.34	2.5928	15.705	0.031715	vapor
188.54	0.070000	0.032865	30.428	2644.5	2857.5	9.0222	1.4737	1.9364	528.92	2.5706	15.747	0.031815	vapor
189.58	0.070000	0.032791	30.497	2646.1	2859.5	9.0265	1.4743	1.9369	529.49	2.5487	15.789	0.031915	vapor
190.63	0.070000	0.032717	30.565	2647.6	2861.5	9.0309	1.4748	1.9375	530.06	2.5271	15.830	0.032014	vapor
191.67	0.070000	0.032643	30.634	2649.1	2863.6	9.0352	1.4754	1.9380	530.63	2.5058	15.872	0.032114	vapor
192.71	0.070000	0.032570	30.703	2650.7	2865.6	9.0396	1.4759	1.9385	531.20	2.4848	15.913	0.032215	vapor
193.75	0.070000	0.032497	30.772	2652.2	2867.6	9.0439	1.4765	1.9391	531.77	2.4640	15.955	0.032315	vapor
194.79	0.070000	0.032425	30.840	2653.7	2869.6	9.0482	1.4770	1.9396	532.34	2.4435	15.997	0.032415	vapor
195.83	0.070000	0.032353	30.909	2655.3	2871.6	9.0525	1.4776	1.9402	532.91	2.4233	16.039	0.032516	vapor
196.88	0.070000	0.032281	30.978	2656.8	2873.7	9.0568	1.4782	1.9407	533.48	2.4033	16.080	0.032617	vapor
197.92	0.070000	0.032210	31.047	2658.4	2875.7	9.0611	1.4787	1.9413	534.05	2.3836	16.122	0.032718	vapor
198.96	0.070000	0.032138	31.115	2659.9	2877.7	9.0654	1.4793	1.9418	534.61	2.3641	16.164	0.032819	vapor
200.00	0.070000	0.032068	31.184	2661.4	2879.7	9.0697	1.4799	1.9424	535.18	2.3449	16.206	0.032920	vapor
201.04	0.070000	0.031997	31.253	2663.0	2881.8	9.0740	1.4804	1.9429	535.74	2.3259	16.248	0.033022	vapor
202.08	0.070000	0.031927	31.322	2664.5	2883.8	9.0783	1.4810	1.9435	536.31	2.3071	16.290	0.033123	vapor
203.13	0.070000	0.031857	31.390	2666.1	2885.8	9.0825	1.4816	1.9441	536.87	2.2886	16.332	0.033225	vapor
204.17	0.070000	0.031787	31.459	2667.6	2887.8	9.0868	1.4821	1.9446	537.43	2.2703	16.374	0.033327	vapor
205.21	0.070000	0.031718	31.528	2669.2	2889.9	9.0910	1.4827	1.9452	537.99	2.2522	16.416	0.033429	vapor
206.25	0.070000	0.031649	31.597	2670.7	2891.9	9.0952	1.4833	1.9457	538.55	2.2344	16.458	0.033531	vapor
207.29	0.070000	0.031580	31.665	2672.3	2893.9	9.0995	1.4838	1.9463	539.11	2.2168	16.500	0.033633	vapor
208.33	0.070000	0.031512	31.734	2673.8	2895.9	9.1037	1.4844	1.9469	539.67	2.1993	16.542	0.033735	vapor
209.38	0.070000	0.031444	31.803	2675.3	2898.0	9.1079	1.4850	1.9474	540.23	2.1821	16.584	0.033838	vapor
210.42	0.070000	0.031376	31.872	2676.9	2900.0	9.1121	1.4856	1.9480	540.79	2.1651	16.626	0.033941	vapor
211.46	0.070000	0.031308	31.940	2678.4	2902.0	9.1163	1.4861	1.9486	541.35	2.1483	16.668	0.034044	vapor
212.50	0.070000	0.031241	32.009	2680.0	2904.1	9.1205	1.4867	1.9491	541.90	2.1317	16.710	0.034147	vapor
213.54	0.070000	0.031174	32.078	2681.5	2906.1	9.1246	1.4873	1.9497	542.46	2.1153	16.752	0.034250	vapor
214.58	0.070000	0.031107	32.147	2683.1	2908.1	9.1288	1.4879	1.9503	543.02	2.0991	16.794	0.034353	vapor
215.63	0.070000	0.031041	32.215	2684.6	2910.2	9.1330	1.4885	1.9509	543.57	2.0831	16.836	0.034456	vapor
216.67	0.070000	0.030975	32.284	2686.2	2912.2	9.1371	1.4891	1.9514	544.12	2.0673	16.879	0.034560	vapor
217.71	0.070000	0.030909	32.353	2687.7	2914.2	9.1413	1.4896	1.9520	544.68	2.0516	16.921	0.034664	vapor
218.75	0.070000	0.030844	32.422	2689.3	2916.3	9.1454	1.4902	1.9526	545.23	2.0362	16.963	0.034768	vapor
219.79	0.070000	0.030778	32.490	2690.9	2918.3	9.1495	1.4908	1.9532	545.78	2.0209	17.005	0.034872	vapor
220.83	0.070000	0.030713	32.559	2692.4	2920.3	9.1537	1.4914	1.9538	546.33	2.0058	17.048	0.034976	vapor
221.88	0.070000	0.030649	32.628	2694.0	2922.4	9.1578	1.4920	1.9543	546.88	1.9908	17.090	0.035080	vapor
222.92	0.070000	0.030584	32.697	2695.5	2924.4	9.1619	1.4926	1.9549	547.43	1.9761	17.132	0.035184	vapor
223.96	0.070000	0.030520	32.765	2697.1	2926.4	9.1660	1.4932	1.9555	547.98	1.9615	17.175	0.035289	vapor
225.00	0.070000	0.030456	32.834	2698.6	2928.5	9.1701	1.4938	1.9561	548.53	1.9470	17.217	0.035394	vapor
226.04	0.070000	0.030393	32.903	2700.2	2930.5	9.1742	1.4944	1.9567	549.08	1.9328	17.259	0.035499	vapor
227.08	0.070000	0.030329	32.972	2701.7	2932.5	9.1782	1.4950	1.9573	549.63	1.9186	17.302	0.035604	vapor
228.13	0.070000	0.030266	33.040	2703.3	2934.6	9.1823	1.4955	1.9578	550.17	1.9047	17.344	0.035709	vapor
229.17	0.070000	0.030203	33.109	2704.9	2936.6	9.1864	1.4961	1.9584	550.72	1.8909	17.387	0.035814	vapor
230.21	0.070000	0.030141	33.178	2706.4	2938.7	9.1904	1.4967	1.9590	551.26	1.8772	17.429	0.035919	vapor
231.25	0.070000	0.030078	33.246	2708.0	2940.7	9.1945	1.4973	1.9596	551.81	1.8638	17.471	0.036025	vapor
232.29	0.070000	0.030016	33.315	2709.5	2942.7	9.1985	1.4979	1.9602	552.35	1.8504	17.514	0.036130	vapor
233.33	0.070000	0.029955	33.384	2711.1	2944.8	9.2026	1.4985	1.9608	552.89	1.8372	17.556	0.036236	vapor
234.38	0.070000	0.029893	33.453	2712.7	2946.8	9.2066	1.4991	1.9614	553.44	1.8241	17.599	0.036342	vapor
235.42	0.070000	0.029832	33.521	2714.2	2948.9	9.2106	1.4997	1.9620	553.98	1.8112	17.641	0.036448	vapor
236.46	0.070000	0.029771	33.590	2715.8	2950.9	9.2146	1.5003	1.9626	554.52	1.7985	17.684	0.036554	vapor
237.50	0.070000	0.029710	33.659	2717.3	2953.0	9.2186	1.5009	1.9632	555.06	1.7858	17.727	0.036661	vapor
238.54	0.070000	0.029649	33.728	2718.9	2955.0	9.2226	1.5015	1.9638	555.60	1.7733	17.769	0.036767	vapor
239.58	0.070000	0.029589	33.796	2720.5	2957.1	9.2266	1.5022	1.9644	556.14	1.7609	17.812	0.036874	vapor
240.63	0.070000	0.029529	33.865	2722.0	2959.1	9.2306	1.5028	1.9650	556.68	1.7487	17.854	0.036980	vapor
