Temperature (C)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
93.750	3.0000	962.85	0.0010386	392.68	392.99	1.2359	3.8004	4.2084	1548.5	-0.018190	301.46	0.67697	liquid
94.792	3.0000	962.12	0.0010394	397.06	397.38	1.2478	3.7950	4.2095	1547.8	-0.018129	298.02	0.67737	liquid
95.833	3.0000	961.40	0.0010402	401.45	401.76	1.2597	3.7895	4.2106	1547.0	-0.018068	294.64	0.67777	liquid
96.875	3.0000	960.67	0.0010409	405.84	406.15	1.2716	3.7841	4.2117	1546.2	-0.018007	291.33	0.67815	liquid
97.917	3.0000	959.93	0.0010417	410.22	410.54	1.2835	3.7787	4.2129	1545.4	-0.017946	288.09	0.67851	liquid
98.958	3.0000	959.19	0.0010425	414.61	414.93	1.2953	3.7733	4.2140	1544.5	-0.017884	284.91	0.67886	liquid
100.00	3.0000	958.44	0.0010434	419.00	419.32	1.3071	3.7679	4.2152	1543.6	-0.017822	281.80	0.67920	liquid
101.04	3.0000	957.69	0.0010442	423.39	423.71	1.3188	3.7625	4.2164	1542.6	-0.017760	278.74	0.67952	liquid
102.08	3.0000	956.93	0.0010450	427.79	428.10	1.3305	3.7571	4.2177	1541.7	-0.017698	275.74	0.67984	liquid
103.13	3.0000	956.17	0.0010458	432.18	432.49	1.3422	3.7517	4.2189	1540.7	-0.017635	272.80	0.68013	liquid
104.17	3.0000	955.41	0.0010467	436.58	436.89	1.3539	3.7463	4.2202	1539.6	-0.017572	269.92	0.68042	liquid
105.21	3.0000	954.64	0.0010475	440.97	441.29	1.3655	3.7410	4.2215	1538.6	-0.017508	267.09	0.68069	liquid
106.25	3.0000	953.86	0.0010484	445.37	445.68	1.3771	3.7356	4.2229	1537.5	-0.017444	264.31	0.68095	liquid
107.29	3.0000	953.08	0.0010492	449.77	450.08	1.3887	3.7303	4.2243	1536.3	-0.017380	261.59	0.68119	liquid
108.33	3.0000	952.29	0.0010501	454.17	454.48	1.4003	3.7249	4.2257	1535.2	-0.017315	258.92	0.68143	liquid
109.38	3.0000	951.50	0.0010510	458.57	458.89	1.4118	3.7196	4.2271	1534.0	-0.017250	256.29	0.68165	liquid
110.42	3.0000	950.70	0.0010519	462.98	463.29	1.4233	3.7143	4.2285	1532.8	-0.017185	253.72	0.68186	liquid
111.46	3.0000	949.90	0.0010527	467.38	467.70	1.4348	3.7090	4.2300	1531.5	-0.017119	251.19	0.68206	liquid
112.50	3.0000	949.10	0.0010536	471.79	472.10	1.4462	3.7037	4.2315	1530.2	-0.017053	248.70	0.68224	liquid
113.54	3.0000	948.29	0.0010545	476.20	476.51	1.4576	3.6985	4.2331	1528.9	-0.016986	246.26	0.68242	liquid
114.58	3.0000	947.47	0.0010554	480.61	480.92	1.4690	3.6932	4.2346	1527.6	-0.016919	243.87	0.68258	liquid
115.63	3.0000	946.65	0.0010564	485.02	485.33	1.4804	3.6880	4.2362	1526.2	-0.016852	241.52	0.68273	liquid
116.67	3.0000	945.83	0.0010573	489.43	489.75	1.4917	3.6827	4.2378	1524.8	-0.016784	239.21	0.68287	liquid
117.71	3.0000	945.00	0.0010582	493.85	494.16	1.5030	3.6775	4.2395	1523.4	-0.016715	236.94	0.68300	liquid
118.75	3.0000	944.16	0.0010591	498.26	498.58	1.5143	3.6723	4.2412	1521.9	-0.016646	234.70	0.68312	liquid
119.79	3.0000	943.33	0.0010601	502.68	503.00	1.5256	3.6671	4.2429	1520.4	-0.016577	232.51	0.68323	liquid
120.83	3.0000	942.48	0.0010610	507.10	507.42	1.5368	3.6619	4.2447	1518.9	-0.016507	230.36	0.68332	liquid
121.88	3.0000	941.63	0.0010620	511.52	511.84	1.5480	3.6568	4.2464	1517.4	-0.016437	228.24	0.68341	liquid
122.92	3.0000	940.78	0.0010629	515.95	516.27	1.5592	3.6516	4.2482	1515.8	-0.016366	226.16	0.68348	liquid
123.96	3.0000	939.92	0.0010639	520.37	520.69	1.5704	3.6465	4.2501	1514.2	-0.016295	224.11	0.68355	liquid
125.00	3.0000	939.06	0.0010649	524.80	525.12	1.5815	3.6414	4.2520	1512.6	-0.016223	222.10	0.68360	liquid
126.04	3.0000	938.19	0.0010659	529.23	529.55	1.5926	3.6363	4.2539	1510.9	-0.016150	220.12	0.68365	liquid
127.08	3.0000	937.32	0.0010669	533.66	533.98	1.6037	3.6312	4.2558	1509.2	-0.016078	218.18	0.68368	liquid
128.13	3.0000	936.44	0.0010679	538.10	538.42	1.6148	3.6261	4.2578	1507.5	-0.016004	216.27	0.68370	liquid
129.17	3.0000	935.56	0.0010689	542.53	542.85	1.6258	3.6210	4.2598	1505.8	-0.015930	214.39	0.68371	liquid
130.21	3.0000	934.67	0.0010699	546.97	547.29	1.6368	3.6160	4.2618	1504.0	-0.015855	212.54	0.68372	liquid
131.25	3.0000	933.78	0.0010709	551.41	551.73	1.6478	3.6110	4.2639	1502.2	-0.015780	210.72	0.68371	liquid
132.29	3.0000	932.88	0.0010719	555.85	556.17	1.6588	3.6060	4.2660	1500.4	-0.015704	208.92	0.68369	liquid
133.33	3.0000	931.98	0.0010730	560.30	560.62	1.6697	3.6010	4.2682	1498.5	-0.015628	207.16	0.68366	liquid
133.52	3.0000	931.82	0.0010732	561.10	561.43	1.6717	3.6001	4.2686	1498.2	-0.015614	206.85	0.68366	liquid
133.52	3.0000	1.6508	0.60576	2543.2	2724.9	6.9916	1.6711	2.2630	487.37	4.5919	13.423	0.029240	vapor
134.38	3.0000	1.6468	0.60725	2544.6	2726.8	6.9963	1.6654	2.2547	488.02	4.5371	13.457	0.029289	vapor
135.42	3.0000	1.6419	0.60906	2546.4	2729.2	7.0021	1.6589	2.2453	488.81	4.4727	13.498	0.029349	vapor
136.46	3.0000	1.6370	0.61086	2548.2	2731.5	7.0078	1.6530	2.2365	489.59	4.4110	13.540	0.029410	vapor
137.50	3.0000	1.6322	0.61267	2550.0	2733.8	7.0135	1.6475	2.2283	490.36	4.3517	13.582	0.029472	vapor
138.54	3.0000	1.6274	0.61446	2551.8	2736.1	7.0191	1.6424	2.2206	491.12	4.2946	13.623	0.029534	vapor
139.58	3.0000	1.6227	0.61626	2553.6	2738.4	7.0247	1.6376	2.2134	491.87	4.2395	13.665	0.029597	vapor
140.63	3.0000	1.6180	0.61805	2555.3	2740.7	7.0303	1.6331	2.2066	492.62	4.1862	13.706	0.029661	vapor
141.67	3.0000	1.6133	0.61983	2557.1	2743.0	7.0358	1.6289	2.2002	493.37	4.1346	13.748	0.029725	vapor
142.71	3.0000	1.6087	0.62162	2558.8	2745.3	7.0413	1.6250	2.1942	494.10	4.0844	13.790	0.029790	vapor
143.75	3.0000	1.6041	0.62340	2560.6	2747.6	7.0468	1.6212	2.1884	494.84	4.0357	13.831	0.029855	vapor
144.79	3.0000	1.5996	0.62517	2562.3	2749.9	7.0523	1.6177	2.1829	495.56	3.9883	13.873	0.029921	vapor
145.83	3.0000	1.5950	0.62695	2564.1	2752.2	7.0577	1.6144	2.1777	496.29	3.9421	13.915	0.029987	vapor
146.88	3.0000	1.5905	0.62872	2565.8	2754.4	7.0631	1.6112	2.1727	497.01	3.8970	13.957	0.030055	vapor
147.92	3.0000	1.5861	0.63049	2567.5	2756.7	7.0685	1.6082	2.1679	497.72	3.8530	13.999	0.030122	vapor
148.96	3.0000	1.5816	0.63225	2569.3	2758.9	7.0738	1.6053	2.1634	498.43	3.8100	14.040	0.030190	vapor
150.00	3.0000	1.5773	0.63401	2571.0	2761.2	7.0791	1.6026	2.1590	499.14	3.7679	14.082	0.030259	vapor
151.04	3.0000	1.5729	0.63577	2572.7	2763.4	7.0844	1.6000	2.1548	499.85	3.7267	14.124	0.030329	vapor
152.08	3.0000	1.5686	0.63753	2574.4	2765.7	7.0897	1.5974	2.1507	500.55	3.6863	14.166	0.030398	vapor
153.13	3.0000	1.5642	0.63929	2576.1	2767.9	7.0950	1.5950	2.1468	501.24	3.6467	14.208	0.030469	vapor
154.17	3.0000	1.5600	0.64104	2577.8	2770.1	7.1002	1.5927	2.1430	501.94	3.6079	14.250	0.030540	vapor
155.21	3.0000	1.5557	0.64279	2579.5	2772.4	7.1054	1.5905	2.1394	502.63	3.5698	14.292	0.030611	vapor
156.25	3.0000	1.5515	0.64454	2581.2	2774.6	7.1106	1.5884	2.1358	503.32	3.5324	14.334	0.030683	vapor
157.29	3.0000	1.5473	0.64628	2582.9	2776.8	7.1158	1.5863	2.1324	504.01	3.4956	14.376	0.030756	vapor
158.33	3.0000	1.5432	0.64802	2584.6	2779.0	7.1209	1.5843	2.1291	504.69	3.4595	14.418	0.030828	vapor
159.38	3.0000	1.5390	0.64977	2586.3	2781.3	7.1261	1.5824	2.1260	505.37	3.4240	14.460	0.030902	vapor
160.42	3.0000	1.5349	0.65150	2588.0	2783.5	7.1312	1.5806	2.1229	506.05	3.3891	14.502	0.030976	vapor
161.46	3.0000	1.5308	0.65324	2589.7	2785.7	7.1363	1.5788	2.1199	506.73	3.3548	14.544	0.031050	vapor
162.50	3.0000	1.5268	0.65498	2591.4	2787.9	7.1413	1.5771	2.1170	507.40	3.3210	14.586	0.031125	vapor
163.54	3.0000	1.5227	0.65671	2593.1	2790.1	7.1464	1.5755	2.1142	508.07	3.2878	14.628	0.031200	vapor
164.58	3.0000	1.5187	0.65844	2594.8	2792.3	7.1514	1.5739	2.1114	508.74	3.2551	14.670	0.031276	vapor
165.63	3.0000	1.5148	0.66017	2596.4	2794.5	7.1564	1.5724	2.1088	509.41	3.2230	14.712	0.031352	vapor
166.67	3.0000	1.5108	0.66190	2598.1	2796.7	7.1614	1.5709	2.1062	510.07	3.1913	14.755	0.031429	vapor
167.71	3.0000	1.5069	0.66362	2599.8	2798.9	7.1664	1.5695	2.1037	510.74	3.1601	14.797	0.031506	vapor
168.75	3.0000	1.5030	0.66535	2601.5	2801.1	7.1714	1.5681	2.1013	511.40	3.1294	14.839	0.031584	vapor
169.79	3.0000	1.4991	0.66707	2603.1	2803.3	7.1763	1.5667	2.0990	512.06	3.0992	14.881	0.031662	vapor
170.83	3.0000	1.4952	0.66879	2604.8	2805.4	7.1813	1.5655	2.0967	512.71	3.0694	14.924	0.031740	vapor
171.88	3.0000	1.4914	0.67051	2606.5	2807.6	7.1862	1.5642	2.0945	513.37	3.0400	14.966	0.031819	vapor
172.92	3.0000	1.4876	0.67223	2608.1	2809.8	7.1911	1.5630	2.0923	514.02	3.0111	15.008	0.031898	vapor
173.96	3.0000	1.4838	0.67395	2609.8	2812.0	7.1959	1.5619	2.0902	514.67	2.9826	15.051	0.031978	vapor
175.00	3.0000	1.4800	0.67566	2611.5	2814.2	7.2008	1.5608	2.0882	515.32	2.9545	15.093	0.032058	vapor
176.04	3.0000	1.4763	0.67737	2613.1	2816.3	7.2057	1.5597	2.0862	515.97	2.9269	15.135	0.032138	vapor
177.08	3.0000	1.4726	0.67909	2614.8	2818.5	7.2105	1.5586	2.0843	516.61	2.8996	15.178	0.032219	vapor
178.13	3.0000	1.4689	0.68080	2616.4	2820.7	7.2153	1.5576	2.0825	517.26	2.8727	15.220	0.032300	vapor
179.17	3.0000	1.4652	0.68250	2618.1	2822.9	7.2201	1.5567	2.0807	517.90	2.8462	15.262	0.032382	vapor
180.21	3.0000	1.4615	0.68421	2619.8	2825.0	7.2249	1.5557	2.0789	518.54	2.8201	15.305	0.032464	vapor
181.25	3.0000	1.4579	0.68592	2621.4	2827.2	7.2296	1.5549	2.0772	519.18	2.7943	15.347	0.032547	vapor
182.29	3.0000	1.4543	0.68762	2623.1	2829.3	7.2344	1.5540	2.0755	519.81	2.7689	15.390	0.032629	vapor
183.33	3.0000	1.4507	0.68933	2624.7	2831.5	7.2391	1.5532	2.0739	520.45	2.7439	15.432	0.032713	vapor
184.38	3.0000	1.4471	0.69103	2626.4	2833.7	7.2439	1.5524	2.0724	521.08	2.7192	15.475	0.032796	vapor
185.42	3.0000	1.4436	0.69273	2628.0	2835.8	7.2486	1.5516	2.0709	521.71	2.6948	15.517	0.032880	vapor
186.46	3.0000	1.4400	0.69443	2629.7	2838.0	7.2533	1.5509	2.0694	522.34	2.6708	15.560	0.032964	vapor
187.50	3.0000	1.4365	0.69613	2631.3	2840.1	7.2580	1.5501	2.0679	522.97	2.6471	15.602	0.033049	vapor
188.54	3.0000	1.4330	0.69783	2632.9	2842.3	7.2626	1.5495	2.0666	523.60	2.6237	15.645	0.033134	vapor
189.58	3.0000	1.4295	0.69952	2634.6	2844.4	7.2673	1.5488	2.0652	524.22	2.6006	15.688	0.033219	vapor
190.63	3.0000	1.4261	0.70122	2636.2	2846.6	7.2719	1.5482	2.0639	524.84	2.5779	15.730	0.033305	vapor
191.67	3.0000	1.4227	0.70291	2637.9	2848.7	7.2766	1.5476	2.0626	525.47	2.5555	15.773	0.033391	vapor
192.71	3.0000	1.4192	0.70460	2639.5	2850.9	7.2812	1.5470	2.0614	526.09	2.5333	15.815	0.033477	vapor
193.75	3.0000	1.4158	0.70629	2641.1	2853.0	7.2858	1.5465	2.0602	526.71	2.5115	15.858	0.033564	vapor
194.79	3.0000	1.4125	0.70799	2642.8	2855.2	7.2904	1.5459	2.0590	527.32	2.4899	15.901	0.033651	vapor
195.83	3.0000	1.4091	0.70968	2644.4	2857.3	7.2949	1.5454	2.0579	527.94	2.4686	15.943	0.033738	vapor
196.88	3.0000	1.4058	0.71136	2646.1	2859.5	7.2995	1.5449	2.0568	528.55	2.4476	15.986	0.033826	vapor
197.92	3.0000	1.4024	0.71305	2647.7	2861.6	7.3041	1.5445	2.0558	529.17	2.4269	16.029	0.033914	vapor
198.96	3.0000	1.3991	0.71474	2649.3	2863.8	7.3086	1.5441	2.0547	529.78	2.4065	16.072	0.034003	vapor
200.00	3.0000	1.3958	0.71642	2651.0	2865.9	7.3131	1.5436	2.0537	530.39	2.3863	16.114	0.034091	vapor
201.04	3.0000	1.3925	0.71811	2652.6	2868.0	7.3176	1.5432	2.0528	531.00	2.3664	16.157	0.034180	vapor
202.08	3.0000	1.3893	0.71979	2654.2	2870.2	7.3221	1.5429	2.0518	531.61	2.3467	16.200	0.034269	vapor
203.13	3.0000	1.3860	0.72147	2655.9	2872.3	7.3266	1.5425	2.0509	532.21	2.3273	16.243	0.034359	vapor
204.17	3.0000	1.3828	0.72316	2657.5	2874.4	7.3311	1.5422	2.0501	532.82	2.3081	16.285	0.034449	vapor
205.21	3.0000	1.3796	0.72484	2659.1	2876.6	7.3356	1.5419	2.0492	533.42	2.2892	16.328	0.034539	vapor
206.25	3.0000	1.3764	0.72652	2660.8	2878.7	7.3400	1.5416	2.0484	534.02	2.2705	16.371	0.034630	vapor
207.29	3.0000	1.3733	0.72820	2662.4	2880.8	7.3445	1.5413	2.0476	534.63	2.2520	16.414	0.034721	vapor
208.33	3.0000	1.3701	0.72988	2664.0	2883.0	7.3489	1.5410	2.0468	535.22	2.2338	16.457	0.034812	vapor
209.38	3.0000	1.3670	0.73155	2665.6	2885.1	7.3533	1.5408	2.0461	535.82	2.2158	16.500	0.034903	vapor
210.42	3.0000	1.3638	0.73323	2667.3	2887.2	7.3578	1.5406	2.0454	536.42	2.1981	16.543	0.034995	vapor
211.46	3.0000	1.3607	0.73491	2668.9	2889.4	7.3622	1.5403	2.0447	537.02	2.1805	16.586	0.035087	vapor
212.50	3.0000	1.3576	0.73658	2670.5	2891.5	7.3665	1.5402	2.0440	537.61	2.1632	16.628	0.035179	vapor
213.54	3.0000	1.3545	0.73826	2672.2	2893.6	7.3709	1.5400	2.0434	538.21	2.1461	16.671	0.035272	vapor
214.58	3.0000	1.3515	0.73993	2673.8	2895.8	7.3753	1.5398	2.0428	538.80	2.1292	16.714	0.035364	vapor
215.63	3.0000	1.3484	0.74160	2675.4	2897.9	7.3796	1.5397	2.0422	539.39	2.1124	16.757	0.035457	vapor
216.67	3.0000	1.3454	0.74327	2677.0	2900.0	7.3840	1.5395	2.0416	539.98	2.0959	16.800	0.035551	vapor
217.71	3.0000	1.3424	0.74494	2678.7	2902.1	7.3883	1.5394	2.0410	540.57	2.0796	16.843	0.035644	vapor
218.75	3.0000	1.3394	0.74662	2680.3	2904.3	7.3927	1.5393	2.0405	541.16	2.0635	16.886	0.035738	vapor
219.79	3.0000	1.3364	0.74829	2681.9	2906.4	7.3970	1.5392	2.0400	541.74	2.0476	16.929	0.035833	vapor
220.83	3.0000	1.3334	0.74995	2683.5	2908.5	7.4013	1.5391	2.0395	542.33	2.0319	16.972	0.035927	vapor
221.88	3.0000	1.3305	0.75162	2685.1	2910.6	7.4056	1.5391	2.0390	542.91	2.0164	17.015	0.036022	vapor
222.92	3.0000	1.3275	0.75329	2686.8	2912.8	7.4099	1.5390	2.0386	543.50	2.0010	17.058	0.036117	vapor
223.96	3.0000	1.3246	0.75496	2688.4	2914.9	7.4141	1.5390	2.0381	544.08	1.9858	17.101	0.036212	vapor
225.00	3.0000	1.3217	0.75662	2690.0	2917.0	7.4184	1.5390	2.0377	544.66	1.9708	17.144	0.036308	vapor
226.04	3.0000	1.3188	0.75829	2691.6	2919.1	7.4227	1.5389	2.0373	545.24	1.9560	17.187	0.036403	vapor
227.08	3.0000	1.3159	0.75996	2693.3	2921.3	7.4269	1.5389	2.0369	545.82	1.9414	17.231	0.036499	vapor
228.13	3.0000	1.3130	0.76162	2694.9	2923.4	7.4311	1.5390	2.0366	546.40	1.9269	17.274	0.036596	vapor
229.17	3.0000	1.3101	0.76328	2696.5	2925.5	7.4354	1.5390	2.0362	546.97	1.9126	17.317	0.036692	vapor
230.21	3.0000	1.3073	0.76495	2698.1	2927.6	7.4396	1.5390	2.0359	547.55	1.8984	17.360	0.036789	vapor
231.25	3.0000	1.3044	0.76661	2699.8	2929.7	7.4438	1.5391	2.0356	548.13	1.8844	17.403	0.036886	vapor
232.29	3.0000	1.3016	0.76827	2701.4	2931.9	7.4480	1.5391	2.0353	548.70	1.8706	17.446	0.036983	vapor
233.33	3.0000	1.2988	0.76993	2703.0	2934.0	7.4522	1.5392	2.0350	549.27	1.8569	17.489	0.037081	vapor
234.38	3.0000	1.2960	0.77159	2704.6	2936.1	7.4564	1.5392	2.0347	549.84	1.8434	17.532	0.037178	vapor
235.42	3.0000	1.2932	0.77325	2706.2	2938.2	7.4605	1.5393	2.0345	550.41	1.8301	17.576	0.037276	vapor
236.46	3.0000	1.2905	0.77491	2707.9	2940.3	7.4647	1.5394	2.0343	550.98	1.8169	17.619	0.037375	vapor
237.50	3.0000	1.2877	0.77657	2709.5	2942.5	7.4689	1.5395	2.0340	551.55	1.8038	17.662	0.037473	vapor
