Temperature (C)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
41.667	10.000	991.96	0.0010081	174.37	175.37	0.59419	4.0632	4.1774	1533.2	-0.021106	633.14	0.63335	liquid
42.708	10.000	991.55	0.0010085	178.72	179.73	0.60799	4.0584	4.1776	1534.8	-0.021045	621.20	0.63477	liquid
43.750	10.000	991.12	0.0010090	183.07	184.08	0.62174	4.0536	4.1778	1536.3	-0.020985	609.62	0.63616	liquid
44.792	10.000	990.69	0.0010094	187.42	188.43	0.63545	4.0487	4.1780	1537.8	-0.020925	598.39	0.63753	liquid
45.833	10.000	990.25	0.0010098	191.77	192.78	0.64912	4.0438	4.1782	1539.2	-0.020865	587.50	0.63887	liquid
46.875	10.000	989.81	0.0010103	196.12	197.13	0.66274	4.0389	4.1784	1540.5	-0.020805	576.92	0.64019	liquid
47.917	10.000	989.35	0.0010108	200.48	201.49	0.67632	4.0339	4.1787	1541.8	-0.020746	566.66	0.64149	liquid
48.958	10.000	988.89	0.0010112	204.83	205.84	0.68986	4.0289	4.1790	1543.0	-0.020687	556.69	0.64276	liquid
50.000	10.000	988.43	0.0010117	209.18	210.19	0.70335	4.0239	4.1793	1544.2	-0.020628	547.00	0.64401	liquid
51.042	10.000	987.95	0.0010122	213.53	214.55	0.71680	4.0188	4.1796	1545.3	-0.020569	537.59	0.64524	liquid
52.083	10.000	987.47	0.0010127	217.89	218.90	0.73021	4.0138	4.1799	1546.4	-0.020511	528.45	0.64644	liquid
53.125	10.000	986.98	0.0010132	222.24	223.26	0.74358	4.0086	4.1803	1547.4	-0.020452	519.55	0.64762	liquid
54.167	10.000	986.49	0.0010137	226.60	227.61	0.75690	4.0035	4.1806	1548.3	-0.020394	510.91	0.64877	liquid
55.208	10.000	985.98	0.0010142	230.95	231.96	0.77019	3.9984	4.1810	1549.2	-0.020337	502.49	0.64990	liquid
56.250	10.000	985.48	0.0010147	235.31	236.32	0.78343	3.9932	4.1814	1550.0	-0.020279	494.31	0.65101	liquid
57.292	10.000	984.96	0.0010153	239.66	240.68	0.79663	3.9880	4.1818	1550.8	-0.020221	486.34	0.65210	liquid
58.333	10.000	984.44	0.0010158	244.02	245.03	0.80979	3.9828	4.1822	1551.6	-0.020164	478.59	0.65316	liquid
59.375	10.000	983.91	0.0010164	248.37	249.39	0.82292	3.9775	4.1827	1552.3	-0.020106	471.03	0.65420	liquid
60.417	10.000	983.37	0.0010169	252.73	253.75	0.83600	3.9723	4.1831	1552.9	-0.020049	463.68	0.65522	liquid
61.458	10.000	982.83	0.0010175	257.09	258.10	0.84904	3.9670	4.1836	1553.5	-0.019992	456.51	0.65621	liquid
62.500	10.000	982.28	0.0010180	261.44	262.46	0.86205	3.9617	4.1841	1554.0	-0.019935	449.53	0.65719	liquid
63.542	10.000	981.73	0.0010186	265.80	266.82	0.87501	3.9564	4.1846	1554.5	-0.019878	442.72	0.65814	liquid
64.583	10.000	981.17	0.0010192	270.16	271.18	0.88794	3.9511	4.1851	1554.9	-0.019821	436.08	0.65907	liquid
65.625	10.000	980.60	0.0010198	274.52	275.54	0.90083	3.9458	4.1857	1555.3	-0.019764	429.61	0.65998	liquid
66.667	10.000	980.03	0.0010204	278.88	279.90	0.91368	3.9404	4.1862	1555.7	-0.019707	423.30	0.66087	liquid
67.708	10.000	979.45	0.0010210	283.24	284.26	0.92650	3.9351	4.1868	1556.0	-0.019650	417.14	0.66173	liquid
68.750	10.000	978.87	0.0010216	287.60	288.62	0.93927	3.9297	4.1874	1556.2	-0.019593	411.14	0.66258	liquid
69.792	10.000	978.28	0.0010222	291.96	292.98	0.95201	3.9243	4.1880	1556.4	-0.019536	405.27	0.66341	liquid
70.833	10.000	977.68	0.0010228	296.32	297.35	0.96471	3.9189	4.1886	1556.6	-0.019479	399.55	0.66421	liquid
71.875	10.000	977.08	0.0010235	300.69	301.71	0.97738	3.9135	4.1892	1556.7	-0.019422	393.96	0.66500	liquid
72.917	10.000	976.47	0.0010241	305.05	306.08	0.99001	3.9081	4.1899	1556.8	-0.019365	388.51	0.66576	liquid
73.958	10.000	975.86	0.0010247	309.42	310.44	1.0026	3.9027	4.1906	1556.8	-0.019308	383.18	0.66651	liquid
75.000	10.000	975.24	0.0010254	313.78	314.81	1.0152	3.8973	4.1912	1556.8	-0.019251	377.97	0.66724	liquid
76.042	10.000	974.62	0.0010260	318.15	319.17	1.0277	3.8918	4.1920	1556.8	-0.019194	372.88	0.66795	liquid
77.083	10.000	973.99	0.0010267	322.51	323.54	1.0402	3.8864	4.1927	1556.7	-0.019137	367.91	0.66864	liquid
78.125	10.000	973.35	0.0010274	326.88	327.91	1.0526	3.8810	4.1934	1556.6	-0.019079	363.06	0.66931	liquid
79.167	10.000	972.71	0.0010281	331.25	332.28	1.0650	3.8755	4.1942	1556.4	-0.019022	358.31	0.66996	liquid
80.208	10.000	972.06	0.0010287	335.62	336.64	1.0774	3.8701	4.1949	1556.2	-0.018964	353.66	0.67060	liquid
81.250	10.000	971.41	0.0010294	339.99	341.01	1.0898	3.8646	4.1957	1555.9	-0.018907	349.12	0.67122	liquid
82.292	10.000	970.75	0.0010301	344.36	345.39	1.1021	3.8592	4.1966	1555.6	-0.018849	344.68	0.67182	liquid
83.333	10.000	970.09	0.0010308	348.73	349.76	1.1144	3.8537	4.1974	1555.3	-0.018791	340.34	0.67240	liquid
84.375	10.000	969.42	0.0010315	353.10	354.13	1.1266	3.8483	4.1982	1554.9	-0.018732	336.09	0.67297	liquid
85.417	10.000	968.75	0.0010323	357.47	358.50	1.1388	3.8428	4.1991	1554.5	-0.018674	331.93	0.67352	liquid
86.458	10.000	968.07	0.0010330	361.85	362.88	1.1510	3.8373	4.2000	1554.1	-0.018616	327.86	0.67405	liquid
87.500	10.000	967.38	0.0010337	366.22	367.25	1.1632	3.8319	4.2009	1553.6	-0.018557	323.87	0.67457	liquid
88.542	10.000	966.69	0.0010345	370.60	371.63	1.1753	3.8264	4.2019	1553.1	-0.018498	319.97	0.67507	liquid
89.583	10.000	966.00	0.0010352	374.97	376.01	1.1874	3.8210	4.2028	1552.5	-0.018439	316.15	0.67555	liquid
90.625	10.000	965.30	0.0010359	379.35	380.39	1.1994	3.8156	4.2038	1551.9	-0.018379	312.41	0.67602	liquid
91.667	10.000	964.59	0.0010367	383.73	384.77	1.2114	3.8101	4.2048	1551.3	-0.018320	308.75	0.67648	liquid
92.708	10.000	963.88	0.0010375	388.11	389.15	1.2234	3.8047	4.2058	1550.7	-0.018260	305.16	0.67692	liquid
93.750	10.000	963.17	0.0010382	392.49	393.53	1.2354	3.7992	4.2069	1550.0	-0.018200	301.65	0.67734	liquid
94.792	10.000	962.45	0.0010390	396.87	397.91	1.2473	3.7938	4.2079	1549.2	-0.018140	298.20	0.67775	liquid
95.833	10.000	961.72	0.0010398	401.25	402.29	1.2592	3.7884	4.2090	1548.5	-0.018079	294.83	0.67814	liquid
96.875	10.000	960.99	0.0010406	405.64	406.68	1.2711	3.7830	4.2101	1547.7	-0.018019	291.52	0.67853	liquid
97.917	10.000	960.26	0.0010414	410.02	411.07	1.2829	3.7776	4.2113	1546.9	-0.017957	288.28	0.67889	liquid
98.958	10.000	959.52	0.0010422	414.41	415.45	1.2947	3.7722	4.2124	1546.0	-0.017896	285.10	0.67924	liquid
100.00	10.000	958.77	0.0010430	418.80	419.84	1.3065	3.7668	4.2136	1545.1	-0.017834	281.98	0.67958	liquid
101.04	10.000	958.02	0.0010438	423.19	424.23	1.3183	3.7614	4.2148	1544.2	-0.017772	278.93	0.67991	liquid
102.08	10.000	957.26	0.0010446	427.58	428.62	1.3300	3.7560	4.2160	1543.2	-0.017710	275.93	0.68022	liquid
103.13	10.000	956.50	0.0010455	431.97	433.01	1.3417	3.7506	4.2173	1542.2	-0.017647	272.99	0.68052	liquid
104.17	10.000	955.74	0.0010463	436.36	437.41	1.3533	3.7453	4.2186	1541.2	-0.017585	270.11	0.68081	liquid
105.21	10.000	954.97	0.0010472	440.76	441.80	1.3650	3.7399	4.2199	1540.1	-0.017521	267.28	0.68108	liquid
106.25	10.000	954.19	0.0010480	445.15	446.20	1.3766	3.7346	4.2212	1539.0	-0.017458	264.50	0.68134	liquid
107.29	10.000	953.41	0.0010489	449.55	450.60	1.3881	3.7293	4.2226	1537.9	-0.017394	261.78	0.68159	liquid
108.33	10.000	952.63	0.0010497	453.95	455.00	1.3997	3.7239	4.2240	1536.7	-0.017329	259.10	0.68182	liquid
109.38	10.000	951.84	0.0010506	458.35	459.40	1.4112	3.7186	4.2254	1535.6	-0.017265	256.48	0.68205	liquid
110.42	10.000	951.04	0.0010515	462.75	463.80	1.4227	3.7133	4.2268	1534.3	-0.017199	253.90	0.68226	liquid
111.46	10.000	950.24	0.0010524	467.15	468.20	1.4342	3.7081	4.2283	1533.1	-0.017134	251.37	0.68246	liquid
112.50	10.000	949.44	0.0010533	471.56	472.61	1.4456	3.7028	4.2298	1531.8	-0.017068	248.89	0.68265	liquid
113.54	10.000	948.63	0.0010542	475.96	477.02	1.4570	3.6975	4.2313	1530.5	-0.017002	246.45	0.68282	liquid
114.58	10.000	947.82	0.0010551	480.37	481.42	1.4684	3.6923	4.2329	1529.2	-0.016935	244.05	0.68299	liquid
115.63	10.000	947.00	0.0010560	484.78	485.83	1.4798	3.6870	4.2345	1527.8	-0.016868	241.70	0.68314	liquid
116.67	10.000	946.17	0.0010569	489.19	490.25	1.4911	3.6818	4.2361	1526.4	-0.016800	239.39	0.68328	liquid
117.71	10.000	945.35	0.0010578	493.60	494.66	1.5024	3.6766	4.2377	1525.0	-0.016732	237.12	0.68341	liquid
118.75	10.000	944.51	0.0010587	498.02	499.07	1.5137	3.6714	4.2394	1523.6	-0.016663	234.89	0.68353	liquid
119.79	10.000	943.68	0.0010597	502.43	503.49	1.5249	3.6662	4.2411	1522.1	-0.016594	232.70	0.68364	liquid
120.83	10.000	942.83	0.0010606	506.85	507.91	1.5362	3.6610	4.2429	1520.6	-0.016525	230.54	0.68374	liquid
121.88	10.000	941.99	0.0010616	511.27	512.33	1.5474	3.6559	4.2446	1519.0	-0.016455	228.42	0.68383	liquid
122.92	10.000	941.13	0.0010625	515.69	516.75	1.5585	3.6508	4.2464	1517.5	-0.016384	226.34	0.68390	liquid
123.96	10.000	940.28	0.0010635	520.11	521.18	1.5697	3.6456	4.2482	1515.9	-0.016313	224.30	0.68397	liquid
125.00	10.000	939.42	0.0010645	524.54	525.60	1.5808	3.6405	4.2501	1514.2	-0.016242	222.29	0.68403	liquid
126.04	10.000	938.55	0.0010655	528.97	530.03	1.5919	3.6354	4.2520	1512.6	-0.016170	220.31	0.68407	liquid
127.08	10.000	937.68	0.0010665	533.40	534.46	1.6030	3.6303	4.2539	1510.9	-0.016097	218.36	0.68411	liquid
128.13	10.000	936.80	0.0010675	537.83	538.89	1.6141	3.6253	4.2559	1509.2	-0.016024	216.45	0.68413	liquid
129.17	10.000	935.92	0.0010685	542.26	543.33	1.6251	3.6202	4.2579	1507.5	-0.015950	214.57	0.68415	liquid
130.21	10.000	935.04	0.0010695	546.70	547.76	1.6361	3.6152	4.2599	1505.7	-0.015876	212.72	0.68415	liquid
131.25	10.000	934.15	0.0010705	551.13	552.20	1.6471	3.6102	4.2620	1503.9	-0.015801	210.90	0.68415	liquid
132.29	10.000	933.25	0.0010715	555.57	556.64	1.6581	3.6052	4.2641	1502.1	-0.015726	209.11	0.68413	liquid
133.33	10.000	932.35	0.0010726	560.01	561.09	1.6690	3.6002	4.2662	1500.3	-0.015650	207.34	0.68410	liquid
134.38	10.000	931.45	0.0010736	564.46	565.53	1.6800	3.5952	4.2684	1498.4	-0.015573	205.61	0.68407	liquid
135.42	10.000	930.54	0.0010746	568.90	569.98	1.6909	3.5903	4.2706	1496.5	-0.015496	203.90	0.68402	liquid
136.46	10.000	929.62	0.0010757	573.35	574.43	1.7017	3.5853	4.2728	1494.6	-0.015418	202.22	0.68397	liquid
137.50	10.000	928.71	0.0010768	577.80	578.88	1.7126	3.5804	4.2751	1492.6	-0.015339	200.57	0.68391	liquid
138.54	10.000	927.78	0.0010778	582.26	583.34	1.7234	3.5755	4.2774	1490.7	-0.015260	198.94	0.68383	liquid
139.58	10.000	926.85	0.0010789	586.71	587.79	1.7342	3.5706	4.2797	1488.7	-0.015180	197.34	0.68375	liquid
140.63	10.000	925.92	0.0010800	591.17	592.25	1.7450	3.5658	4.2821	1486.7	-0.015099	195.76	0.68366	liquid
141.67	10.000	924.98	0.0010811	595.63	596.71	1.7558	3.5609	4.2845	1484.6	-0.015018	194.21	0.68355	liquid
142.71	10.000	924.04	0.0010822	600.10	601.18	1.7665	3.5561	4.2870	1482.5	-0.014936	192.68	0.68344	liquid
143.75	10.000	923.09	0.0010833	604.56	605.64	1.7773	3.5513	4.2895	1480.4	-0.014854	191.17	0.68332	liquid
144.79	10.000	922.14	0.0010844	609.03	610.11	1.7880	3.5465	4.2921	1478.3	-0.014770	189.69	0.68319	liquid
145.83	10.000	921.18	0.0010856	613.50	614.59	1.7987	3.5417	4.2946	1476.1	-0.014686	188.23	0.68305	liquid
146.88	10.000	920.22	0.0010867	617.97	619.06	1.8093	3.5369	4.2973	1474.0	-0.014601	186.79	0.68290	liquid
147.92	10.000	919.25	0.0010878	622.45	623.54	1.8200	3.5322	4.2999	1471.8	-0.014515	185.37	0.68274	liquid
148.96	10.000	918.28	0.0010890	626.93	628.02	1.8306	3.5275	4.3026	1469.5	-0.014429	183.97	0.68257	liquid
150.00	10.000	917.31	0.0010901	631.41	632.50	1.8412	3.5227	4.3054	1467.3	-0.014342	182.59	0.68240	liquid
151.04	10.000	916.32	0.0010913	635.90	636.99	1.8518	3.5180	4.3082	1465.0	-0.014254	181.24	0.68221	liquid
152.08	10.000	915.34	0.0010925	640.39	641.48	1.8624	3.5134	4.3110	1462.7	-0.014165	179.90	0.68201	liquid
153.13	10.000	914.35	0.0010937	644.88	645.97	1.8729	3.5087	4.3139	1460.4	-0.014075	178.58	0.68181	liquid
154.17	10.000	913.35	0.0010949	649.37	650.47	1.8835	3.5041	4.3168	1458.0	-0.013985	177.28	0.68160	liquid
155.21	10.000	912.35	0.0010961	653.87	654.96	1.8940	3.4995	4.3198	1455.6	-0.013893	176.00	0.68137	liquid
156.25	10.000	911.34	0.0010973	658.37	659.46	1.9045	3.4949	4.3228	1453.2	-0.013801	174.74	0.68114	liquid
157.29	10.000	910.33	0.0010985	662.87	663.97	1.9149	3.4903	4.3258	1450.8	-0.013708	173.49	0.68090	liquid
158.33	10.000	909.31	0.0010997	667.38	668.48	1.9254	3.4857	4.3289	1448.3	-0.013614	172.26	0.68065	liquid
159.38	10.000	908.29	0.0011010	671.89	672.99	1.9358	3.4812	4.3321	1445.8	-0.013519	171.05	0.68039	liquid
160.42	10.000	907.27	0.0011022	676.40	677.50	1.9463	3.4766	4.3353	1443.3	-0.013423	169.86	0.68012	liquid
161.46	10.000	906.24	0.0011035	680.92	682.02	1.9567	3.4721	4.3385	1440.8	-0.013326	168.68	0.67984	liquid
162.50	10.000	905.20	0.0011047	685.44	686.54	1.9671	3.4676	4.3418	1438.3	-0.013228	167.52	0.67955	liquid
163.54	10.000	904.16	0.0011060	689.96	691.07	1.9774	3.4632	4.3451	1435.7	-0.013129	166.37	0.67925	liquid
164.58	10.000	903.11	0.0011073	694.49	695.59	1.9878	3.4587	4.3485	1433.1	-0.013029	165.24	0.67895	liquid
165.63	10.000	902.06	0.0011086	699.02	700.12	1.9981	3.4543	4.3520	1430.4	-0.012928	164.13	0.67863	liquid
166.67	10.000	901.00	0.0011099	703.55	704.66	2.0085	3.4498	4.3555	1427.8	-0.012826	163.03	0.67831	liquid
167.71	10.000	899.94	0.0011112	708.09	709.20	2.0188	3.4454	4.3590	1425.1	-0.012723	161.94	0.67797	liquid
168.75	10.000	898.87	0.0011125	712.63	713.74	2.0291	3.4411	4.3626	1422.4	-0.012619	160.87	0.67763	liquid
169.79	10.000	897.80	0.0011138	717.17	718.29	2.0393	3.4367	4.3662	1419.7	-0.012514	159.81	0.67728	liquid
170.83	10.000	896.72	0.0011152	721.72	722.84	2.0496	3.4324	4.3700	1416.9	-0.012408	158.77	0.67691	liquid
171.88	10.000	895.64	0.0011165	726.27	727.39	2.0598	3.4280	4.3737	1414.2	-0.012300	157.74	0.67654	liquid
172.92	10.000	894.55	0.0011179	730.83	731.95	2.0701	3.4237	4.3775	1411.4	-0.012192	156.72	0.67616	liquid
173.96	10.000	893.45	0.0011193	735.39	736.51	2.0803	3.4194	4.3814	1408.6	-0.012082	155.72	0.67577	liquid
175.00	10.000	892.35	0.0011206	739.96	741.08	2.0905	3.4152	4.3853	1405.7	-0.011971	154.73	0.67537	liquid
176.04	10.000	891.25	0.0011220	744.53	745.65	2.1007	3.4109	4.3893	1402.8	-0.011859	153.75	0.67496	liquid
177.08	10.000	890.14	0.0011234	749.10	750.22	2.1108	3.4067	4.3933	1399.9	-0.011746	152.78	0.67454	liquid
178.13	10.000	889.02	0.0011248	753.68	754.80	2.1210	3.4025	4.3974	1397.0	-0.011631	151.82	0.67411	liquid
179.17	10.000	887.90	0.0011263	758.26	759.38	2.1311	3.3983	4.4016	1394.1	-0.011515	150.88	0.67368	liquid
179.88	10.000	887.13	0.0011272	761.39	762.52	2.1381	3.3954	4.4045	1392.0	-0.011435	150.24	0.67337	liquid
179.88	10.000	5.1450	0.19436	2582.7	2777.1	6.5850	1.9271	2.7114	501.02	2.9473	15.021	0.036427	vapor
180.21	10.000	5.1398	0.19456	2583.4	2778.0	6.5870	1.9217	2.7029	501.33	2.9364	15.036	0.036437	vapor
181.25	10.000	5.1232	0.19519	2585.6	2780.8	6.5932	1.9054	2.6778	502.30	2.9027	15.081	0.036466	vapor
182.29	10.000	5.1069	0.19581	2587.8	2783.6	6.5993	1.8906	2.6548	503.25	2.8702	15.126	0.036498	vapor
183.33	10.000	5.0908	0.19643	2589.9	2786.3	6.6053	1.8770	2.6335	504.18	2.8388	15.172	0.036530	vapor
184.38	10.000	5.0748	0.19705	2592.0	2789.1	6.6113	1.8646	2.6139	505.09	2.8084	15.217	0.036564	vapor
185.42	10.000	5.0591	0.19767	2594.1	2791.8	6.6172	1.8531	2.5957	505.98	2.7789	15.262	0.036599	vapor
186.46	10.000	5.0435	0.19828	2596.2	2794.5	6.6231	1.8425	2.5787	506.86	2.7503	15.307	0.036635	vapor
187.50	10.000	5.0280	0.19889	2598.3	2797.2	6.6289	1.8327	2.5628	507.73	2.7224	15.352	0.036673	vapor
188.54	10.000	5.0127	0.19949	2600.3	2799.8	6.6347	1.8235	2.5480	508.58	2.6954	15.398	0.036712	vapor
189.58	10.000	4.9976	0.20010	2602.4	2802.5	6.6404	1.8149	2.5340	509.42	2.6690	15.443	0.036752	vapor
190.63	10.000	4.9826	0.20070	2604.4	2805.1	6.6461	1.8069	2.5209	510.26	2.6432	15.488	0.036793	vapor
191.67	10.000	4.9678	0.20130	2606.4	2807.7	6.6517	1.7994	2.5084	511.08	2.6181	15.533	0.036835	vapor
192.71	10.000	4.9531	0.20189	2608.4	2810.3	6.6573	1.7923	2.4966	511.89	2.5935	15.578	0.036879	vapor
193.75	10.000	4.9385	0.20249	2610.4	2812.9	6.6629	1.7856	2.4854	512.70	2.5694	15.623	0.036923	vapor
194.79	10.000	4.9241	0.20308	2612.4	2815.5	6.6684	1.7793	2.4748	513.49	2.5458	15.668	0.036969	vapor
195.83	10.000	4.9098	0.20367	2614.4	2818.1	6.6739	1.7733	2.4646	514.28	2.5227	15.713	0.037015	vapor
196.88	10.000	4.8956	0.20426	2616.4	2820.6	6.6794	1.7676	2.4549	515.07	2.5001	15.759	0.037063	vapor
197.92	10.000	4.8816	0.20485	2618.3	2823.2	6.6848	1.7621	2.4456	515.84	2.4778	15.804	0.037111	vapor
198.96	10.000	4.8677	0.20544	2620.3	2825.7	6.6902	1.7570	2.4366	516.61	2.4559	15.849	0.037161	vapor
200.00	10.000	4.8539	0.20602	2622.2	2828.3	6.6955	1.7520	2.4281	517.38	2.4344	15.894	0.037211	vapor
201.04	10.000	4.8402	0.20660	2624.2	2830.8	6.7009	1.7472	2.4198	518.14	2.4133	15.939	0.037263	vapor
202.08	10.000	4.8266	0.20719	2626.1	2833.3	6.7062	1.7427	2.4118	518.89	2.3925	15.984	0.037315	vapor
203.13	10.000	4.8131	0.20777	2628.0	2835.8	6.7114	1.7383	2.4042	519.64	2.3720	16.029	0.037368	vapor
204.17	10.000	4.7997	0.20834	2630.0	2838.3	6.7167	1.7341	2.3967	520.39	2.3519	16.074	0.037423	vapor
205.21	10.000	4.7865	0.20892	2631.9	2840.8	6.7219	1.7300	2.3896	521.13	2.3320	16.119	0.037478	vapor
206.25	10.000	4.7733	0.20950	2633.8	2843.3	6.7271	1.7261	2.3826	521.87	2.3124	16.164	0.037534	vapor
207.29	10.000	4.7603	0.21007	2635.7	2845.8	6.7323	1.7224	2.3759	522.60	2.2932	16.209	0.037590	vapor
208.33	10.000	4.7473	0.21064	2637.6	2848.2	6.7374	1.7187	2.3694	523.33	2.2741	16.254	0.037648	vapor
209.38	10.000	4.7345	0.21122	2639.5	2850.7	6.7425	1.7152	2.3631	524.05	2.2554	16.298	0.037706	vapor
210.42	10.000	4.7217	0.21179	2641.4	2853.2	6.7476	1.7118	2.3570	524.78	2.2369	16.343	0.037766	vapor
211.46	10.000	4.7091	0.21236	2643.3	2855.6	6.7527	1.7085	2.3510	525.49	2.2186	16.388	0.037826	vapor
212.50	10.000	4.6965	0.21292	2645.1	2858.1	6.7577	1.7053	2.3452	526.21	2.2006	16.433	0.037887	vapor
213.54	10.000	4.6841	0.21349	2647.0	2860.5	6.7627	1.7022	2.3396	526.92	2.1828	16.478	0.037948	vapor
214.58	10.000	4.6717	0.21406	2648.9	2862.9	6.7677	1.6992	2.3341	527.63	2.1653	16.523	0.038011	vapor
215.63	10.000	4.6594	0.21462	2650.7	2865.4	6.7727	1.6963	2.3288	528.33	2.1479	16.568	0.038074	vapor
216.67	10.000	4.6472	0.21518	2652.6	2867.8	6.7777	1.6935	2.3236	529.03	2.1308	16.613	0.038138	vapor
217.71	10.000	4.6351	0.21575	2654.5	2870.2	6.7826	1.6908	2.3186	529.73	2.1139	16.658	0.038202	vapor
218.75	10.000	4.6230	0.21631	2656.3	2872.6	6.7875	1.6881	2.3137	530.43	2.0972	16.703	0.038268	vapor
219.79	10.000	4.6111	0.21687	2658.2	2875.0	6.7924	1.6856	2.3089	531.12	2.0807	16.747	0.038334	vapor
220.83	10.000	4.5992	0.21743	2660.0	2877.4	6.7973	1.6830	2.3042	531.81	2.0644	16.792	0.038400	vapor
221.88	10.000	4.5875	0.21799	2661.8	2879.8	6.8021	1.6806	2.2997	532.49	2.0484	16.837	0.038468	vapor
222.92	10.000	4.5758	0.21854	2663.7	2882.2	6.8069	1.6783	2.2953	533.18	2.0325	16.882	0.038536	vapor
223.96	10.000	4.5641	0.21910	2665.5	2884.6	6.8117	1.6760	2.2909	533.86	2.0167	16.927	0.038605	vapor
225.00	10.000	4.5526	0.21965	2667.3	2887.0	6.8165	1.6737	2.2867	534.54	2.0012	16.972	0.038674	vapor
226.04	10.000	4.5411	0.22021	2669.2	2889.4	6.8213	1.6716	2.2826	535.22	1.9859	17.016	0.038744	vapor
227.08	10.000	4.5297	0.22076	2671.0	2891.8	6.8261	1.6695	2.2786	535.89	1.9707	17.061	0.038815	vapor
228.13	10.000	4.5184	0.22132	2672.8	2894.1	6.8308	1.6674	2.2747	536.56	1.9557	17.106	0.038886	vapor
229.17	10.000	4.5072	0.22187	2674.6	2896.5	6.8355	1.6654	2.2708	537.23	1.9409	17.151	0.038958	vapor
230.21	10.000	4.4960	0.22242	2676.4	2898.9	6.8402	1.6635	2.2671	537.90	1.9263	17.196	0.039031	vapor
231.25	10.000	4.4849	0.22297	2678.2	2901.2	6.8449	1.6616	2.2635	538.56	1.9118	17.240	0.039104	vapor
232.29	10.000	4.4739	0.22352	2680.0	2903.6	6.8496	1.6598	2.2599	539.22	1.8975	17.285	0.039178	vapor
233.33	10.000	4.4630	0.22407	2681.9	2905.9	6.8542	1.6580	2.2564	539.88	1.8833	17.330	0.039252	vapor
234.38	10.000	4.4521	0.22461	2683.7	2908.3	6.8588	1.6563	2.2531	540.54	1.8694	17.375	0.039327	vapor
235.42	10.000	4.4413	0.22516	2685.5	2910.6	6.8635	1.6546	2.2497	541.19	1.8555	17.420	0.039403	vapor
236.46	10.000	4.4305	0.22571	2687.2	2913.0	6.8681	1.6529	2.2465	541.85	1.8419	17.464	0.039479	vapor
237.50	10.000	4.4198	0.22625	2689.0	2915.3	6.8726	1.6513	2.2433	542.50	1.8283	17.509	0.039555	vapor
238.54	10.000	4.4092	0.22680	2690.8	2917.6	6.8772	1.6498	2.2403	543.14	1.8150	17.554	0.039632	vapor
239.58	10.000	4.3986	0.22734	2692.6	2920.0	6.8818	1.6483	2.2372	543.79	1.8017	17.598	0.039710	vapor
240.63	10.000	4.3882	0.22789	2694.4	2922.3	6.8863	1.6468	2.2343	544.44	1.7887	17.643	0.039788	vapor
