Temperature (C)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
70.833	45.000	979.22	0.0010212	295.61	300.20	0.96261	3.9118	4.1811	1563.3	-0.019508	400.43	0.66594	liquid
71.875	45.000	978.62	0.0010218	299.96	304.56	0.97526	3.9064	4.1817	1563.4	-0.019452	394.85	0.66673	liquid
72.917	45.000	978.02	0.0010225	304.31	308.91	0.98787	3.9011	4.1824	1563.5	-0.019396	389.40	0.66750	liquid
73.958	45.000	977.40	0.0010231	308.67	313.27	1.0004	3.8957	4.1830	1563.6	-0.019340	384.08	0.66825	liquid
75.000	45.000	976.79	0.0010238	313.02	317.63	1.0130	3.8904	4.1837	1563.6	-0.019284	378.87	0.66899	liquid
76.042	45.000	976.17	0.0010244	317.38	321.99	1.0255	3.8850	4.1844	1563.6	-0.019228	373.79	0.66970	liquid
77.083	45.000	975.54	0.0010251	321.73	326.35	1.0379	3.8797	4.1851	1563.5	-0.019171	368.83	0.67040	liquid
78.125	45.000	974.91	0.0010257	326.09	330.71	1.0504	3.8743	4.1859	1563.4	-0.019115	363.97	0.67108	liquid
79.167	45.000	974.27	0.0010264	330.45	335.07	1.0628	3.8689	4.1866	1563.3	-0.019058	359.22	0.67174	liquid
80.208	45.000	973.62	0.0010271	334.81	339.43	1.0751	3.8635	4.1874	1563.1	-0.019002	354.58	0.67238	liquid
81.250	45.000	972.97	0.0010278	339.17	343.79	1.0875	3.8582	4.1882	1562.9	-0.018945	350.05	0.67300	liquid
82.292	45.000	972.32	0.0010285	343.53	348.15	1.0997	3.8528	4.1890	1562.6	-0.018888	345.61	0.67361	liquid
83.333	45.000	971.66	0.0010292	347.89	352.52	1.1120	3.8474	4.1898	1562.3	-0.018831	341.27	0.67420	liquid
84.375	45.000	970.99	0.0010299	352.25	356.88	1.1242	3.8420	4.1906	1562.0	-0.018774	337.02	0.67477	liquid
85.417	45.000	970.32	0.0010306	356.61	361.25	1.1364	3.8366	4.1915	1561.6	-0.018717	332.86	0.67533	liquid
86.458	45.000	969.65	0.0010313	360.97	365.62	1.1486	3.8312	4.1924	1561.2	-0.018659	328.79	0.67587	liquid
87.500	45.000	968.97	0.0010320	365.34	369.98	1.1607	3.8258	4.1933	1560.7	-0.018602	324.81	0.67639	liquid
88.542	45.000	968.28	0.0010328	369.70	374.35	1.1728	3.8204	4.1942	1560.2	-0.018544	320.91	0.67690	liquid
89.583	45.000	967.59	0.0010335	374.07	378.72	1.1849	3.8151	4.1951	1559.7	-0.018486	317.09	0.67739	liquid
90.625	45.000	966.89	0.0010342	378.44	383.09	1.1969	3.8097	4.1961	1559.2	-0.018427	313.35	0.67787	liquid
91.667	45.000	966.19	0.0010350	382.81	387.46	1.2089	3.8043	4.1971	1558.6	-0.018369	309.69	0.67833	liquid
92.708	45.000	965.49	0.0010357	387.17	391.84	1.2209	3.7989	4.1981	1557.9	-0.018310	306.10	0.67878	liquid
93.750	45.000	964.77	0.0010365	391.54	396.21	1.2328	3.7935	4.1991	1557.3	-0.018251	302.59	0.67921	liquid
94.792	45.000	964.06	0.0010373	395.92	400.58	1.2447	3.7882	4.2001	1556.6	-0.018192	299.14	0.67963	liquid
95.833	45.000	963.34	0.0010381	400.29	404.96	1.2566	3.7828	4.2012	1555.8	-0.018133	295.77	0.68003	liquid
96.875	45.000	962.61	0.0010388	404.66	409.34	1.2684	3.7775	4.2023	1555.1	-0.018073	292.46	0.68042	liquid
97.917	45.000	961.88	0.0010396	409.04	413.71	1.2802	3.7721	4.2034	1554.3	-0.018013	289.22	0.68079	liquid
98.958	45.000	961.14	0.0010404	413.41	418.09	1.2920	3.7668	4.2045	1553.4	-0.017953	286.04	0.68115	liquid
100.00	45.000	960.40	0.0010412	417.79	422.47	1.3038	3.7614	4.2057	1552.6	-0.017893	282.92	0.68150	liquid
101.04	45.000	959.66	0.0010420	422.17	426.85	1.3155	3.7561	4.2068	1551.7	-0.017832	279.86	0.68183	liquid
102.08	45.000	958.91	0.0010429	426.54	431.24	1.3272	3.7508	4.2080	1550.7	-0.017771	276.87	0.68215	liquid
103.13	45.000	958.15	0.0010437	430.92	435.62	1.3389	3.7454	4.2093	1549.8	-0.017709	273.93	0.68246	liquid
104.17	45.000	957.39	0.0010445	435.31	440.01	1.3505	3.7401	4.2105	1548.8	-0.017648	271.04	0.68275	liquid
105.21	45.000	956.62	0.0010453	439.69	444.39	1.3621	3.7348	4.2118	1547.7	-0.017586	268.21	0.68303	liquid
106.25	45.000	955.85	0.0010462	444.07	448.78	1.3737	3.7296	4.2131	1546.7	-0.017523	265.43	0.68330	liquid
107.29	45.000	955.08	0.0010470	448.46	453.17	1.3853	3.7243	4.2144	1545.6	-0.017461	262.71	0.68356	liquid
108.33	45.000	954.30	0.0010479	452.85	457.56	1.3968	3.7190	4.2157	1544.5	-0.017398	260.03	0.68380	liquid
109.38	45.000	953.52	0.0010488	457.23	461.95	1.4083	3.7137	4.2171	1543.3	-0.017334	257.41	0.68403	liquid
110.42	45.000	952.73	0.0010496	461.62	466.35	1.4198	3.7085	4.2185	1542.2	-0.017270	254.83	0.68425	liquid
111.46	45.000	951.93	0.0010505	466.01	470.74	1.4312	3.7033	4.2199	1540.9	-0.017206	252.30	0.68446	liquid
112.50	45.000	951.13	0.0010514	470.41	475.14	1.4426	3.6980	4.2214	1539.7	-0.017142	249.82	0.68466	liquid
113.54	45.000	950.33	0.0010523	474.80	479.54	1.4540	3.6928	4.2229	1538.4	-0.017077	247.38	0.68484	liquid
114.58	45.000	949.52	0.0010532	479.20	483.94	1.4654	3.6876	4.2244	1537.1	-0.017012	244.98	0.68502	liquid
115.63	45.000	948.71	0.0010541	483.59	488.34	1.4767	3.6824	4.2259	1535.8	-0.016946	242.63	0.68518	liquid
116.67	45.000	947.89	0.0010550	487.99	492.74	1.4880	3.6773	4.2275	1534.5	-0.016880	240.31	0.68533	liquid
117.71	45.000	947.07	0.0010559	492.39	497.14	1.4993	3.6721	4.2290	1533.1	-0.016813	238.04	0.68547	liquid
118.75	45.000	946.24	0.0010568	496.79	501.55	1.5105	3.6669	4.2307	1531.7	-0.016746	235.81	0.68560	liquid
119.79	45.000	945.41	0.0010577	501.20	505.96	1.5218	3.6618	4.2323	1530.2	-0.016678	233.62	0.68571	liquid
120.83	45.000	944.58	0.0010587	505.60	510.37	1.5330	3.6567	4.2340	1528.7	-0.016610	231.46	0.68582	liquid
121.88	45.000	943.74	0.0010596	510.01	514.78	1.5442	3.6516	4.2357	1527.2	-0.016542	229.34	0.68592	liquid
122.92	45.000	942.89	0.0010606	514.42	519.19	1.5553	3.6465	4.2374	1525.7	-0.016473	227.26	0.68600	liquid
123.96	45.000	942.04	0.0010615	518.83	523.61	1.5665	3.6414	4.2392	1524.2	-0.016404	225.21	0.68608	liquid
125.00	45.000	941.19	0.0010625	523.24	528.02	1.5776	3.6363	4.2410	1522.6	-0.016334	223.20	0.68614	liquid
126.04	45.000	940.33	0.0010635	527.66	532.44	1.5886	3.6313	4.2428	1521.0	-0.016264	221.22	0.68620	liquid
127.08	45.000	939.46	0.0010644	532.07	536.86	1.5997	3.6262	4.2447	1519.3	-0.016193	219.27	0.68624	liquid
128.13	45.000	938.59	0.0010654	536.49	541.29	1.6107	3.6212	4.2466	1517.7	-0.016121	217.36	0.68628	liquid
129.17	45.000	937.72	0.0010664	540.91	545.71	1.6218	3.6162	4.2485	1516.0	-0.016049	215.48	0.68630	liquid
130.21	45.000	936.84	0.0010674	545.33	550.14	1.6327	3.6112	4.2504	1514.3	-0.015977	213.62	0.68631	liquid
131.25	45.000	935.96	0.0010684	549.76	554.57	1.6437	3.6062	4.2524	1512.5	-0.015904	211.80	0.68632	liquid
132.29	45.000	935.07	0.0010694	554.18	559.00	1.6547	3.6013	4.2545	1510.7	-0.015830	210.01	0.68631	liquid
133.33	45.000	934.18	0.0010705	558.61	563.43	1.6656	3.5963	4.2565	1508.9	-0.015756	208.25	0.68630	liquid
134.38	45.000	933.29	0.0010715	563.04	567.86	1.6765	3.5914	4.2586	1507.1	-0.015681	206.51	0.68627	liquid
135.42	45.000	932.38	0.0010725	567.47	572.30	1.6873	3.5865	4.2607	1505.3	-0.015606	204.80	0.68624	liquid
136.46	45.000	931.48	0.0010736	571.91	576.74	1.6982	3.5816	4.2629	1503.4	-0.015530	203.12	0.68619	liquid
137.50	45.000	930.57	0.0010746	576.35	581.18	1.7090	3.5767	4.2651	1501.5	-0.015453	201.47	0.68614	liquid
138.54	45.000	929.65	0.0010757	580.79	585.63	1.7198	3.5718	4.2673	1499.6	-0.015376	199.84	0.68608	liquid
139.58	45.000	928.73	0.0010767	585.23	590.07	1.7306	3.5670	4.2696	1497.6	-0.015298	198.23	0.68600	liquid
140.63	45.000	927.81	0.0010778	589.67	594.52	1.7414	3.5622	4.2718	1495.6	-0.015220	196.66	0.68592	liquid
141.67	45.000	926.88	0.0010789	594.12	598.97	1.7521	3.5573	4.2742	1493.6	-0.015141	195.10	0.68583	liquid
142.71	45.000	925.95	0.0010800	598.57	603.43	1.7628	3.5525	4.2766	1491.6	-0.015061	193.57	0.68573	liquid
143.75	45.000	925.01	0.0010811	603.02	607.88	1.7736	3.5478	4.2790	1489.6	-0.014980	192.06	0.68562	liquid
144.79	45.000	924.06	0.0010822	607.47	612.34	1.7842	3.5430	4.2814	1487.5	-0.014899	190.58	0.68550	liquid
145.83	45.000	923.12	0.0010833	611.93	616.80	1.7949	3.5382	4.2839	1485.4	-0.014817	189.11	0.68537	liquid
146.88	45.000	922.16	0.0010844	616.38	621.26	1.8055	3.5335	4.2864	1483.2	-0.014735	187.67	0.68523	liquid
147.92	45.000	921.21	0.0010855	620.85	625.73	1.8162	3.5288	4.2890	1481.1	-0.014651	186.25	0.68508	liquid
148.96	45.000	920.24	0.0010867	625.31	630.20	1.8268	3.5241	4.2916	1478.9	-0.014567	184.86	0.68492	liquid
150.00	45.000	919.28	0.0010878	629.78	634.67	1.8373	3.5194	4.2942	1476.7	-0.014482	183.48	0.68476	liquid
151.04	45.000	918.31	0.0010890	634.25	639.15	1.8479	3.5148	4.2969	1474.5	-0.014397	182.12	0.68458	liquid
152.08	45.000	917.33	0.0010901	638.72	643.62	1.8584	3.5101	4.2996	1472.2	-0.014310	180.78	0.68440	liquid
153.13	45.000	916.35	0.0010913	643.19	648.10	1.8690	3.5055	4.3024	1469.9	-0.014223	179.46	0.68421	liquid
154.17	45.000	915.36	0.0010925	647.67	652.59	1.8795	3.5009	4.3052	1467.6	-0.014135	178.16	0.68400	liquid
155.21	45.000	914.37	0.0010936	652.15	657.07	1.8900	3.4963	4.3080	1465.3	-0.014047	176.88	0.68379	liquid
156.25	45.000	913.38	0.0010948	656.64	661.56	1.9004	3.4917	4.3109	1463.0	-0.013957	175.62	0.68357	liquid
157.29	45.000	912.38	0.0010960	661.12	666.05	1.9109	3.4872	4.3138	1460.6	-0.013866	174.37	0.68334	liquid
158.33	45.000	911.37	0.0010972	665.61	670.55	1.9213	3.4826	4.3168	1458.2	-0.013775	173.14	0.68310	liquid
159.38	45.000	910.36	0.0010985	670.10	675.05	1.9317	3.4781	4.3198	1455.8	-0.013683	171.93	0.68285	liquid
160.42	45.000	909.35	0.0010997	674.60	679.55	1.9421	3.4736	4.3229	1453.3	-0.013590	170.74	0.68260	liquid
161.46	45.000	908.32	0.0011009	679.10	684.05	1.9525	3.4691	4.3260	1450.9	-0.013496	169.56	0.68233	liquid
162.50	45.000	907.30	0.0011022	683.60	688.56	1.9628	3.4647	4.3291	1448.4	-0.013401	168.39	0.68205	liquid
163.54	45.000	906.27	0.0011034	688.11	693.07	1.9732	3.4602	4.3323	1445.8	-0.013305	167.25	0.68177	liquid
164.58	45.000	905.24	0.0011047	692.62	697.59	1.9835	3.4558	4.3356	1443.3	-0.013208	166.12	0.68148	liquid
165.63	45.000	904.20	0.0011060	697.13	702.10	1.9938	3.4514	4.3389	1440.7	-0.013111	165.00	0.68117	liquid
166.67	45.000	903.15	0.0011072	701.64	706.63	2.0041	3.4470	4.3422	1438.1	-0.013012	163.90	0.68086	liquid
167.71	45.000	902.10	0.0011085	706.16	711.15	2.0144	3.4426	4.3456	1435.5	-0.012912	162.81	0.68054	liquid
168.75	45.000	901.04	0.0011098	710.69	715.68	2.0246	3.4383	4.3491	1432.9	-0.012812	161.74	0.68021	liquid
169.79	45.000	899.98	0.0011111	715.21	720.21	2.0349	3.4339	4.3525	1430.2	-0.012710	160.68	0.67987	liquid
170.83	45.000	898.92	0.0011124	719.74	724.75	2.0451	3.4296	4.3561	1427.5	-0.012607	159.64	0.67952	liquid
171.88	45.000	897.85	0.0011138	724.27	729.29	2.0553	3.4253	4.3597	1424.8	-0.012503	158.61	0.67916	liquid
172.92	45.000	896.77	0.0011151	728.81	733.83	2.0655	3.4210	4.3633	1422.1	-0.012398	157.59	0.67880	liquid
173.96	45.000	895.69	0.0011165	733.35	738.38	2.0757	3.4168	4.3670	1419.3	-0.012292	156.59	0.67842	liquid
175.00	45.000	894.61	0.0011178	737.90	742.93	2.0859	3.4125	4.3708	1416.6	-0.012185	155.59	0.67803	liquid
176.04	45.000	893.52	0.0011192	742.45	747.48	2.0960	3.4083	4.3746	1413.8	-0.012077	154.61	0.67764	liquid
177.08	45.000	892.42	0.0011206	747.00	752.04	2.1062	3.4041	4.3784	1410.9	-0.011967	153.65	0.67723	liquid
178.13	45.000	891.32	0.0011219	751.56	756.60	2.1163	3.3999	4.3823	1408.1	-0.011857	152.69	0.67682	liquid
179.17	45.000	890.21	0.0011233	756.12	761.17	2.1264	3.3957	4.3863	1405.2	-0.011745	151.75	0.67640	liquid
180.21	45.000	889.10	0.0011247	760.68	765.74	2.1365	3.3915	4.3903	1402.3	-0.011632	150.82	0.67596	liquid
181.25	45.000	887.98	0.0011262	765.25	770.32	2.1466	3.3874	4.3944	1399.4	-0.011517	149.90	0.67552	liquid
182.29	45.000	886.86	0.0011276	769.82	774.90	2.1566	3.3833	4.3986	1396.4	-0.011402	148.99	0.67507	liquid
183.33	45.000	885.73	0.0011290	774.40	779.48	2.1667	3.3792	4.4028	1393.5	-0.011285	148.09	0.67461	liquid
184.38	45.000	884.59	0.0011305	778.98	784.07	2.1767	3.3751	4.4070	1390.5	-0.011167	147.20	0.67414	liquid
185.42	45.000	883.45	0.0011319	783.57	788.66	2.1868	3.3710	4.4114	1387.5	-0.011047	146.33	0.67366	liquid
186.46	45.000	882.31	0.0011334	788.16	793.26	2.1968	3.3670	4.4157	1384.4	-0.010926	145.46	0.67316	liquid
187.50	45.000	881.16	0.0011349	792.76	797.86	2.2068	3.3630	4.4202	1381.4	-0.010804	144.60	0.67266	liquid
188.54	45.000	880.00	0.0011364	797.36	802.47	2.2168	3.3589	4.4247	1378.3	-0.010681	143.76	0.67215	liquid
189.58	45.000	878.84	0.0011379	801.96	807.08	2.2267	3.3550	4.4293	1375.2	-0.010555	142.92	0.67163	liquid
190.63	45.000	877.67	0.0011394	806.57	811.70	2.2367	3.3510	4.4339	1372.0	-0.010429	142.09	0.67111	liquid
191.67	45.000	876.49	0.0011409	811.18	816.32	2.2467	3.3470	4.4386	1368.9	-0.010301	141.27	0.67057	liquid
192.71	45.000	875.31	0.0011424	815.80	820.94	2.2566	3.3431	4.4434	1365.7	-0.010171	140.47	0.67002	liquid
193.75	45.000	874.13	0.0011440	820.43	825.58	2.2665	3.3392	4.4483	1362.5	-0.010040	139.67	0.66946	liquid
194.79	45.000	872.94	0.0011456	825.06	830.21	2.2764	3.3353	4.4532	1359.3	-0.0099076	138.88	0.66889	liquid
195.83	45.000	871.74	0.0011471	829.69	834.85	2.2864	3.3314	4.4582	1356.0	-0.0097734	138.10	0.66831	liquid
196.88	45.000	870.53	0.0011487	834.33	839.50	2.2963	3.3275	4.4633	1352.7	-0.0096375	137.32	0.66772	liquid
197.92	45.000	869.32	0.0011503	838.97	844.15	2.3061	3.3237	4.4684	1349.4	-0.0095000	136.56	0.66712	liquid
198.96	45.000	868.11	0.0011519	843.63	848.81	2.3160	3.3198	4.4736	1346.1	-0.0093608	135.80	0.66650	liquid
200.00	45.000	866.89	0.0011536	848.28	853.47	2.3259	3.3160	4.4789	1342.8	-0.0092198	135.05	0.66588	liquid
201.04	45.000	865.66	0.0011552	852.94	858.14	2.3357	3.3123	4.4843	1339.4	-0.0090771	134.31	0.66525	liquid
202.08	45.000	864.42	0.0011568	857.61	862.81	2.3456	3.3085	4.4898	1336.0	-0.0089327	133.58	0.66461	liquid
203.13	45.000	863.18	0.0011585	862.28	867.49	2.3554	3.3047	4.4953	1332.6	-0.0087864	132.86	0.66396	liquid
204.17	45.000	861.93	0.0011602	866.96	872.18	2.3652	3.3010	4.5009	1329.1	-0.0086382	132.14	0.66329	liquid
205.21	45.000	860.68	0.0011619	871.64	876.87	2.3751	3.2973	4.5066	1325.6	-0.0084882	131.43	0.66262	liquid
206.25	45.000	859.42	0.0011636	876.33	881.57	2.3849	3.2936	4.5124	1322.1	-0.0083362	130.73	0.66193	liquid
207.29	45.000	858.15	0.0011653	881.03	886.27	2.3947	3.2899	4.5183	1318.6	-0.0081823	130.03	0.66124	liquid
208.33	45.000	856.88	0.0011670	885.73	890.98	2.4045	3.2862	4.5242	1315.1	-0.0080263	129.34	0.66053	liquid
209.38	45.000	855.60	0.0011688	890.44	895.70	2.4142	3.2826	4.5303	1311.5	-0.0078683	128.66	0.65981	liquid
210.42	45.000	854.31	0.0011705	895.15	900.42	2.4240	3.2790	4.5364	1307.9	-0.0077082	127.99	0.65908	liquid
211.46	45.000	853.02	0.0011723	899.87	905.15	2.4338	3.2754	4.5427	1304.3	-0.0075460	127.32	0.65834	liquid
212.50	45.000	851.72	0.0011741	904.60	909.88	2.4436	3.2718	4.5490	1300.6	-0.0073816	126.66	0.65759	liquid
213.54	45.000	850.41	0.0011759	909.33	914.62	2.4533	3.2682	4.5554	1297.0	-0.0072150	126.00	0.65682	liquid
214.58	45.000	849.09	0.0011777	914.07	919.37	2.4631	3.2647	4.5620	1293.3	-0.0070461	125.35	0.65605	liquid
215.63	45.000	847.77	0.0011796	918.82	924.13	2.4728	3.2611	4.5686	1289.6	-0.0068749	124.71	0.65526	liquid
216.67	45.000	846.44	0.0011814	923.58	928.89	2.4825	3.2576	4.5753	1285.8	-0.0067013	124.07	0.65446	liquid
217.71	45.000	845.11	0.0011833	928.34	933.66	2.4923	3.2541	4.5822	1282.0	-0.0065253	123.44	0.65365	liquid
218.75	45.000	843.76	0.0011852	933.10	938.44	2.5020	3.2507	4.5891	1278.2	-0.0063469	122.82	0.65282	liquid
219.79	45.000	842.41	0.0011871	937.88	943.22	2.5117	3.2472	4.5962	1274.4	-0.0061659	122.20	0.65199	liquid
220.83	45.000	841.05	0.0011890	942.66	948.01	2.5214	3.2438	4.6034	1270.6	-0.0059824	121.59	0.65114	liquid
221.88	45.000	839.69	0.0011909	947.45	952.81	2.5311	3.2404	4.6107	1266.7	-0.0057962	120.98	0.65028	liquid
222.92	45.000	838.31	0.0011929	952.25	957.62	2.5408	3.2370	4.6181	1262.8	-0.0056073	120.37	0.64941	liquid
223.96	45.000	836.93	0.0011948	957.06	962.43	2.5505	3.2336	4.6256	1258.8	-0.0054157	119.78	0.64852	liquid
225.00	45.000	835.54	0.0011968	961.87	967.26	2.5602	3.2303	4.6333	1254.9	-0.0052213	119.18	0.64763	liquid
226.04	45.000	834.14	0.0011988	966.69	972.09	2.5699	3.2269	4.6410	1250.9	-0.0050240	118.60	0.64672	liquid
227.08	45.000	832.73	0.0012009	971.52	976.92	2.5796	3.2236	4.6490	1246.9	-0.0048238	118.01	0.64579	liquid
228.13	45.000	831.32	0.0012029	976.36	981.77	2.5892	3.2203	4.6570	1242.8	-0.0046206	117.44	0.64485	liquid
229.17	45.000	829.90	0.0012050	981.20	986.63	2.5989	3.2170	4.6652	1238.8	-0.0044142	116.86	0.64390	liquid
230.21	45.000	828.47	0.0012070	986.06	991.49	2.6086	3.2138	4.6735	1234.7	-0.0042048	116.30	0.64294	liquid
231.25	45.000	827.03	0.0012092	990.92	996.36	2.6183	3.2106	4.6819	1230.5	-0.0039921	115.73	0.64196	liquid
232.29	45.000	825.58	0.0012113	995.79	1001.2	2.6279	3.2073	4.6905	1226.4	-0.0037761	115.17	0.64097	liquid
233.33	45.000	824.12	0.0012134	1000.7	1006.1	2.6376	3.2042	4.6993	1222.2	-0.0035568	114.62	0.63997	liquid
234.38	45.000	822.66	0.0012156	1005.6	1011.0	2.6473	3.2010	4.7082	1218.0	-0.0033339	114.07	0.63895	liquid
235.42	45.000	821.18	0.0012178	1010.5	1015.9	2.6569	3.1978	4.7172	1213.8	-0.0031076	113.52	0.63792	liquid
236.46	45.000	819.70	0.0012200	1015.4	1020.9	2.6666	3.1947	4.7265	1209.5	-0.0028776	112.98	0.63687	liquid
237.50	45.000	818.20	0.0012222	1020.3	1025.8	2.6762	3.1916	4.7358	1205.2	-0.0026438	112.44	0.63581	liquid
238.54	45.000	816.70	0.0012244	1025.2	1030.7	2.6859	3.1885	4.7454	1200.8	-0.0024063	111.91	0.63473	liquid
239.58	45.000	815.19	0.0012267	1030.2	1035.7	2.6956	3.1855	4.7551	1196.5	-0.0021648	111.37	0.63364	liquid
240.63	45.000	813.67	0.0012290	1035.1	1040.6	2.7052	3.1824	4.7650	1192.1	-0.0019194	110.85	0.63253	liquid
241.67	45.000	812.13	0.0012313	1040.1	1045.6	2.7149	3.1794	4.7751	1187.7	-0.0016698	110.32	0.63141	liquid
